ts_iso,server_private_mb,server_workingset_mb,gpu_shared_usage,gpu_dedicated_usage,gpu_adapter_shared_usage_total
2026-09-25T02:25:41.701734+00:00,7622.4,7554.0,7836598272,0,7915528192
2026-09-25T02:25:49.341577+00:00,7674.7,7607.2,7852224512,0,7931154432
2026-09-25T02:25:56.988283+00:00,7674.9,7607.4,7852224512,0,7931154432
2026-09-25T02:26:04.686700+00:00,7675.2,7607.6,7852224512,0,7931154432
2026-09-25T02:26:12.442331+00:00,7675.3,7607.8,7852224512,0,7931154432
2026-09-25T02:26:20.157265+00:00,7675.6,7608.1,7852224512,0,7931154432
2026-09-25T02:26:27.800915+00:00,7675.9,7608.4,7852224512,0,7931154432
2026-09-25T02:26:35.436880+00:00,7675.9,7608.4,7852224512,0,7931154432
2026-09-25T02:26:43.066314+00:00,7675.8,7608.3,7852224512,0,7931154432
2026-09-25T02:26:50.725341+00:00,7675.9,7608.4,7852224512,0,7931154432
2026-09-25T02:26:58.429282+00:00,7675.9,7608.4,7852224512,0,7931154432
2026-09-25T02:27:06.104894+00:00,7676.2,7608.7,7852224512,0,7931154432
2026-09-25T02:27:13.766695+00:00,7676.2,7608.7,7852224512,0,7931154432
2026-09-25T02:27:21.404216+00:00,7676.2,7608.7,7852224512,0,7931154432
2026-09-25T02:27:29.094325+00:00,7676.4,7608.9,7852224512,0,7931154432
2026-09-25T02:27:36.748523+00:00,7676.4,7608.9,7852224512,0,7931154432
2026-09-25T02:27:44.396213+00:00,7676.4,7608.9,7852224512,0,7931154432
2026-09-25T02:27:52.050774+00:00,7676.6,7609.1,7852224512,0,7931154432
2026-09-25T02:27:59.741668+00:00,7676.6,7609.1,7852224512,0,7931154432
2026-09-25T02:28:07.522279+00:00,7676.6,7609.1,7852224512,0,7931154432
2026-09-25T02:28:15.234674+00:00,7676.6,7609.1,7852224512,0,7931154432
2026-09-25T02:28:22.898867+00:00,7676.7,7609.2,7852224512,0,7931154432
