# mechanism=AWE target_available_mb=6144.0 held_mb_final=55296.0 page_size=4096
ts_iso,elapsed_s,held_mb,available_mb,pages_per_sec,pagefile_pct_usage,server_private_mb,server_workingset_mb,gpu_shared_usage,gpu_dedicated_usage,gpu_adapter_shared_usage_total,note
2026-09-24T23:16:13Z,0.0,55296.0,6140.6,6117.966013438689,8.369392829237752,0.0,0.0,,,,
2026-09-24T23:16:18Z,5.0,55296.0,6067.9,3323.1322434593326,8.25888583595937,0.0,0.0,,,,
2026-09-24T23:16:23Z,10.0,55296.0,6064.6,824.7564702598255,8.218363371055123,0.0,0.0,,,,
2026-09-24T23:16:28Z,15.0,55296.0,6057.6,164.5566571048675,8.182142173375349,0.0,0.0,,,,
2026-09-24T23:16:33Z,20.0,55296.0,6046.3,335.25918887892226,8.147505653094067,0.0,0.0,,,,
2026-09-24T23:16:38Z,25.0,55296.0,6042.6,84.9295679093328,8.12806909969626,0.0,0.0,,,,
2026-09-24T23:16:43Z,30.0,55296.0,6036.5,70.07700871057217,8.104395959784123,0.0,0.0,,,,
2026-09-24T23:16:48Z,35.0,55296.0,6040.5,35.021695940635226,8.09883341871187,0.0,0.0,,,,
2026-09-24T23:16:53Z,40.0,55296.0,6035.9,70.12781337230727,8.080819840937197,0.0,0.0,,,,
2026-09-24T23:16:58Z,45.0,55296.0,6033.2,67.70914183940049,8.070891351930332,0.0,0.0,,,,
2026-09-24T23:17:03Z,50.0,55296.0,6031.8,86.47756369776454,8.037192701946113,0.0,0.0,,,,
2026-09-24T23:17:08Z,55.0,55296.0,6024.0,27.874894685163515,8.03130675732315,0.0,0.0,,,,
2026-09-24T23:17:13Z,60.0,55296.0,6026.0,122.6809345912746,8.02183103328728,0.0,0.0,,,,
2026-09-24T23:17:38Z,65.0,55296.0,3143.9,,,0.0,0.0,,,,
2026-09-24T23:17:57Z,88.1,55296.0,560.2,,,0.0,0.0,,,,
2026-09-24T23:18:17Z,106.7,55296.0,14.9,,,0.0,0.0,,,,
2026-09-24T23:18:38Z,126.4,55296.0,598.4,,,0.0,0.0,,,,
2026-09-24T23:18:59Z,147.7,55296.0,400.5,,,0.0,0.0,,,,
2026-09-24T23:19:26Z,168.8,55296.0,693.7,,,0.0,0.0,,,,
2026-09-24T23:19:45Z,195.7,55296.0,266.6,,,0.0,0.0,,,,
2026-09-24T23:19:46Z,215.3,55296.0,122.3,,,,,,,safety_valve_low_available
