timestamp, utilization.gpu [%], clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], temperature.gpu, memory.used [MiB], clocks_event_reasons.active
2026/09/24 22:36:52.435, 0 %, 1605 MHz, 8001 MHz, 14.01 W, 44, 0 MiB, 0x0000000000000001
2026/09/24 22:36:53.446, [Unknown Error], 1605 MHz, 8000 MHz, 1.20 W, 42, 0 MiB, 0x0000000000000001
2026/09/24 22:36:54.994, [Unknown Error], 1605 MHz, 8000 MHz, 590.01 W, 42, 0 MiB, 0x0000000000000001
2026/09/24 22:36:56.599, 1 %, 1605 MHz, 8001 MHz, 12.72 W, 45, 113 MiB, 0x0000000000000001
2026/09/24 22:36:57.613, 0 %, 1605 MHz, 8001 MHz, 12.51 W, 45, 2489 MiB, 0x0000000000000001
2026/09/24 22:36:58.617, 11 %, 1605 MHz, 8001 MHz, 13.07 W, 45, 2489 MiB, 0x0000000000000001
2026/09/24 22:36:59.622, 73 %, 1710 MHz, 7001 MHz, 22.67 W, 46, 7227 MiB, 0x0000000000000001
2026/09/24 22:37:00.628, 0 %, 1950 MHz, 8001 MHz, 14.93 W, 45, 7227 MiB, 0x0000000000000001
2026/09/24 22:37:01.644, 0 %, 1605 MHz, 8001 MHz, 14.67 W, 45, 7227 MiB, 0x0000000000000001
2026/09/24 22:37:02.645, 0 %, 1605 MHz, 8001 MHz, 12.73 W, 45, 7227 MiB, 0x0000000000000001
2026/09/24 22:37:03.646, 0 %, 1605 MHz, 8001 MHz, 12.64 W, 45, 7227 MiB, 0x0000000000000001
2026/09/24 22:37:04.649, 0 %, 1605 MHz, 8001 MHz, 12.67 W, 45, 7227 MiB, 0x0000000000000001
2026/09/24 22:37:05.662, 0 %, 1605 MHz, 8001 MHz, 12.63 W, 45, 7227 MiB, 0x0000000000000001
2026/09/24 22:37:06.665, 0 %, 1605 MHz, 8001 MHz, 12.62 W, 45, 7227 MiB, 0x0000000000000001
2026/09/24 22:37:07.666, 0 %, 225 MHz, 810 MHz, 6.38 W, 44, 7227 MiB, 0x0000000000000001
2026/09/24 22:37:08.670, 0 %, 210 MHz, 405 MHz, 2.69 W, 44, 7227 MiB, 0x0000000000000001
2026/09/24 22:37:09.672, 0 %, 210 MHz, 405 MHz, 2.50 W, 44, 7227 MiB, 0x0000000000000001
2026/09/24 22:37:10.686, 0 %, 210 MHz, 405 MHz, 2.48 W, 44, 7227 MiB, 0x0000000000000001
2026/09/24 22:37:11.689, 0 %, 210 MHz, 405 MHz, 2.46 W, 44, 7227 MiB, 0x0000000000000001
2026/09/24 22:37:12.693, 0 %, 210 MHz, 405 MHz, 2.46 W, 44, 7227 MiB, 0x0000000000000001
2026/09/24 22:37:13.694, 0 %, 210 MHz, 405 MHz, 2.46 W, 44, 7227 MiB, 0x0000000000000001
2026/09/24 22:37:14.698, 0 %, 210 MHz, 405 MHz, 2.46 W, 44, 7227 MiB, 0x0000000000000001
2026/09/24 22:37:15.710, 0 %, 210 MHz, 405 MHz, 2.47 W, 44, 7227 MiB, 0x0000000000000001
2026/09/24 22:37:16.724, 0 %, 210 MHz, 405 MHz, 2.58 W, 44, 7227 MiB, 0x0000000000000001
2026/09/24 22:37:17.731, 0 %, 210 MHz, 405 MHz, 2.58 W, 44, 7227 MiB, 0x0000000000000001
2026/09/24 22:37:18.742, 0 %, 210 MHz, 405 MHz, 2.69 W, 44, 7227 MiB, 0x0000000000000001
2026/09/24 22:37:19.744, 0 %, 210 MHz, 405 MHz, 3.32 W, 44, 7227 MiB, 0x0000000000000001
2026/09/24 22:37:20.745, 0 %, 210 MHz, 405 MHz, 2.49 W, 44, 7227 MiB, 0x0000000000000001
2026/09/24 22:37:21.749, 0 %, 210 MHz, 405 MHz, 4.39 W, 44, 7227 MiB, 0x0000000000000001
2026/09/24 22:37:22.752, 0 %, 210 MHz, 405 MHz, 2.83 W, 44, 7227 MiB, 0x0000000000000001
2026/09/24 22:37:23.757, 0 %, 210 MHz, 405 MHz, 2.53 W, 44, 7227 MiB, 0x0000000000000001
2026/09/24 22:37:24.757, 0 %, 210 MHz, 405 MHz, 2.51 W, 44, 7227 MiB, 0x0000000000000001
2026/09/24 22:37:25.758, 0 %, 210 MHz, 405 MHz, 2.55 W, 44, 7227 MiB, 0x0000000000000001
2026/09/24 22:37:26.772, 0 %, 210 MHz, 405 MHz, 2.46 W, 44, 7227 MiB, 0x0000000000000001
2026/09/24 22:37:27.773, 0 %, 210 MHz, 405 MHz, 2.53 W, 44, 7227 MiB, 0x0000000000000001
2026/09/24 22:37:28.774, 0 %, 210 MHz, 405 MHz, 2.48 W, 44, 7227 MiB, 0x0000000000000001
2026/09/24 22:37:29.779, 0 %, 210 MHz, 405 MHz, 2.48 W, 44, 7227 MiB, 0x0000000000000001
2026/09/24 22:37:30.794, 0 %, 210 MHz, 405 MHz, 2.49 W, 44, 7227 MiB, 0x0000000000000001
2026/09/24 22:37:31.796, 0 %, 210 MHz, 405 MHz, 2.48 W, 43, 7227 MiB, 0x0000000000000001
2026/09/24 22:37:32.798, 0 %, 210 MHz, 405 MHz, 2.47 W, 43, 7233 MiB, 0x0000000000000001
2026/09/24 22:37:33.800, 100 %, 2385 MHz, 8001 MHz, 57.16 W, 58, 7233 MiB, 0x0000000000000004
2026/09/24 22:37:34.802, 100 %, 2340 MHz, 8001 MHz, 103.54 W, 59, 7233 MiB, 0x0000000000000004
2026/09/24 22:37:35.809, 99 %, 2370 MHz, 8001 MHz, 106.12 W, 59, 7233 MiB, 0x0000000000000004
2026/09/24 22:37:36.811, 100 %, 2505 MHz, 8001 MHz, 104.26 W, 58, 7233 MiB, 0x0000000000000004
2026/09/24 22:37:37.818, 100 %, 2550 MHz, 8001 MHz, 103.51 W, 58, 7233 MiB, 0x0000000000000004
2026/09/24 22:37:38.822, 100 %, 2565 MHz, 8001 MHz, 100.61 W, 59, 7233 MiB, 0x0000000000000000
2026/09/24 22:37:39.823, 100 %, 2565 MHz, 8001 MHz, 98.80 W, 59, 7233 MiB, 0x0000000000000000
2026/09/24 22:37:40.839, 100 %, 2565 MHz, 8001 MHz, 97.46 W, 59, 7233 MiB, 0x0000000000000000
2026/09/24 22:37:41.840, 99 %, 2565 MHz, 8001 MHz, 96.55 W, 59, 7233 MiB, 0x0000000000000000
2026/09/24 22:37:42.842, 100 %, 2565 MHz, 8001 MHz, 94.15 W, 59, 7233 MiB, 0x0000000000000000
2026/09/24 22:37:43.844, 100 %, 2565 MHz, 8001 MHz, 95.09 W, 59, 7233 MiB, 0x0000000000000000
2026/09/24 22:37:44.859, 99 %, 2565 MHz, 8001 MHz, 93.96 W, 60, 7233 MiB, 0x0000000000000000
2026/09/24 22:37:45.873, 99 %, 2565 MHz, 8001 MHz, 93.15 W, 60, 7233 MiB, 0x0000000000000000
2026/09/24 22:37:46.874, 100 %, 2565 MHz, 8001 MHz, 109.27 W, 61, 7233 MiB, 0x0000000000000000
2026/09/24 22:37:47.878, 100 %, 2565 MHz, 8001 MHz, 94.11 W, 61, 7233 MiB, 0x0000000000000000
2026/09/24 22:37:48.879, 100 %, 2565 MHz, 8001 MHz, 93.30 W, 61, 7233 MiB, 0x0000000000000000
2026/09/24 22:37:49.879, 100 %, 2565 MHz, 8001 MHz, 94.13 W, 62, 7233 MiB, 0x0000000000000000
2026/09/24 22:37:50.880, 100 %, 2565 MHz, 8001 MHz, 92.93 W, 62, 7233 MiB, 0x0000000000000000
2026/09/24 22:37:51.895, 99 %, 2565 MHz, 8001 MHz, 92.83 W, 62, 7233 MiB, 0x0000000000000000
2026/09/24 22:37:52.896, 98 %, 2565 MHz, 8001 MHz, 94.68 W, 62, 7233 MiB, 0x0000000000000000
2026/09/24 22:37:53.899, 96 %, 2565 MHz, 8001 MHz, 95.53 W, 62, 7233 MiB, 0x0000000000000000
2026/09/24 22:37:54.901, 97 %, 2565 MHz, 8001 MHz, 95.86 W, 62, 7233 MiB, 0x0000000000000000
2026/09/24 22:37:55.921, 97 %, 2565 MHz, 8001 MHz, 95.95 W, 63, 7233 MiB, 0x0000000000000000
2026/09/24 22:37:56.966, 0 %, 2565 MHz, 8001 MHz, 25.30 W, 57, 7233 MiB, 0x0000000000000000
2026/09/24 22:37:57.980, 0 %, 2565 MHz, 8001 MHz, 23.24 W, 55, 7233 MiB, 0x0000000000000000
2026/09/24 22:37:58.982, 0 %, 525 MHz, 8001 MHz, 19.82 W, 54, 7233 MiB, 0x0000000000000001
2026/09/24 22:37:59.994, 0 %, 330 MHz, 810 MHz, 7.02 W, 54, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:00.998, 0 %, 210 MHz, 405 MHz, 2.18 W, 53, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:02.013, 0 %, 210 MHz, 405 MHz, 1.76 W, 53, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:03.027, 0 %, 210 MHz, 405 MHz, 1.77 W, 53, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:04.032, 0 %, 210 MHz, 405 MHz, 1.78 W, 52, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:05.047, 0 %, 210 MHz, 405 MHz, 1.80 W, 52, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:06.061, 0 %, 210 MHz, 405 MHz, 1.82 W, 52, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:07.065, 0 %, 210 MHz, 405 MHz, 1.84 W, 52, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:08.066, 0 %, 210 MHz, 405 MHz, 2.07 W, 52, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:09.080, 0 %, 210 MHz, 405 MHz, 1.84 W, 51, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:10.080, 0 %, 210 MHz, 405 MHz, 1.84 W, 51, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:11.094, 0 %, 210 MHz, 405 MHz, 1.91 W, 51, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:12.100, 0 %, 210 MHz, 405 MHz, 2.15 W, 51, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:13.101, 0 %, 210 MHz, 405 MHz, 1.90 W, 51, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:14.106, 0 %, 210 MHz, 405 MHz, 1.89 W, 50, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:15.110, 0 %, 210 MHz, 405 MHz, 1.91 W, 50, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:16.116, 0 %, 210 MHz, 405 MHz, 1.95 W, 50, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:17.131, 0 %, 210 MHz, 405 MHz, 1.96 W, 50, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:18.145, 0 %, 210 MHz, 405 MHz, 1.97 W, 50, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:19.149, 0 %, 210 MHz, 405 MHz, 1.96 W, 50, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:20.163, 0 %, 210 MHz, 405 MHz, 1.90 W, 50, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:21.169, 0 %, 210 MHz, 405 MHz, 1.95 W, 49, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:22.171, 0 %, 210 MHz, 405 MHz, 1.92 W, 49, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:23.187, 0 %, 210 MHz, 405 MHz, 1.93 W, 49, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:24.203, 0 %, 210 MHz, 405 MHz, 1.95 W, 49, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:25.208, 0 %, 210 MHz, 405 MHz, 1.93 W, 49, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:26.209, 0 %, 210 MHz, 405 MHz, 1.95 W, 49, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:27.214, 0 %, 210 MHz, 405 MHz, 1.95 W, 49, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:28.215, 0 %, 210 MHz, 405 MHz, 1.96 W, 49, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:29.228, 0 %, 210 MHz, 405 MHz, 1.97 W, 48, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:30.230, 0 %, 210 MHz, 405 MHz, 1.95 W, 48, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:31.233, 0 %, 210 MHz, 405 MHz, 1.94 W, 48, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:32.236, 0 %, 210 MHz, 405 MHz, 1.95 W, 48, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:33.237, 0 %, 210 MHz, 405 MHz, 1.96 W, 48, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:34.242, 0 %, 210 MHz, 405 MHz, 1.99 W, 48, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:35.258, 0 %, 210 MHz, 405 MHz, 2.01 W, 48, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:36.262, 0 %, 210 MHz, 405 MHz, 2.01 W, 48, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:37.277, 0 %, 210 MHz, 405 MHz, 2.03 W, 48, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:38.291, 0 %, 210 MHz, 405 MHz, 2.02 W, 47, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:39.293, 0 %, 210 MHz, 405 MHz, 2.01 W, 47, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:40.295, 0 %, 210 MHz, 405 MHz, 2.03 W, 47, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:41.297, 0 %, 210 MHz, 405 MHz, 2.10 W, 47, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:42.303, 0 %, 210 MHz, 405 MHz, 2.05 W, 47, 7233 MiB, 0x0000000000000001
2026/09/24 22:38:43.318, 100 %, 2385 MHz, 8001 MHz, 60.06 W, 61, 7233 MiB, 0x0000000000000004
2026/09/24 22:38:44.333, 100 %, 2340 MHz, 8001 MHz, 102.36 W, 62, 7233 MiB, 0x0000000000000004
2026/09/24 22:38:45.348, 99 %, 2340 MHz, 8001 MHz, 104.47 W, 62, 7233 MiB, 0x0000000000000004
2026/09/24 22:38:46.350, 100 %, 2475 MHz, 8001 MHz, 104.01 W, 61, 7233 MiB, 0x0000000000000004
2026/09/24 22:38:47.354, 100 %, 2550 MHz, 8001 MHz, 103.52 W, 63, 7233 MiB, 0x0000000000000004
2026/09/24 22:38:48.355, 100 %, 2520 MHz, 8001 MHz, 102.56 W, 62, 7233 MiB, 0x0000000000000000
2026/09/24 22:38:49.370, 100 %, 2565 MHz, 8001 MHz, 99.17 W, 61, 7233 MiB, 0x0000000000000000
2026/09/24 22:38:50.374, 99 %, 2565 MHz, 8001 MHz, 97.78 W, 62, 7233 MiB, 0x0000000000000000
2026/09/24 22:38:51.375, 100 %, 2565 MHz, 8001 MHz, 97.08 W, 62, 7233 MiB, 0x0000000000000000
2026/09/24 22:38:52.376, 100 %, 2565 MHz, 8001 MHz, 95.02 W, 63, 7233 MiB, 0x0000000000000000
2026/09/24 22:38:53.381, 100 %, 2565 MHz, 8001 MHz, 95.10 W, 62, 7233 MiB, 0x0000000000000000
2026/09/24 22:38:54.385, 100 %, 2565 MHz, 8001 MHz, 94.70 W, 63, 7233 MiB, 0x0000000000000000
2026/09/24 22:38:55.386, 100 %, 2565 MHz, 8001 MHz, 95.18 W, 63, 7233 MiB, 0x0000000000000000
2026/09/24 22:38:56.389, 100 %, 2565 MHz, 8001 MHz, 93.59 W, 63, 7233 MiB, 0x0000000000000000
2026/09/24 22:38:57.391, 100 %, 2565 MHz, 8001 MHz, 94.68 W, 63, 7233 MiB, 0x0000000000000000
2026/09/24 22:38:58.393, 100 %, 2565 MHz, 8001 MHz, 94.00 W, 64, 7233 MiB, 0x0000000000000000
2026/09/24 22:38:59.394, 100 %, 2565 MHz, 8001 MHz, 93.99 W, 65, 7233 MiB, 0x0000000000000000
2026/09/24 22:39:00.396, 100 %, 2565 MHz, 8001 MHz, 94.43 W, 63, 7233 MiB, 0x0000000000000000
2026/09/24 22:39:01.398, 100 %, 2565 MHz, 8001 MHz, 93.84 W, 65, 7233 MiB, 0x0000000000000000
2026/09/24 22:39:02.399, 97 %, 2565 MHz, 8001 MHz, 94.50 W, 65, 7233 MiB, 0x0000000000000000
2026/09/24 22:39:03.408, 97 %, 2565 MHz, 8001 MHz, 97.12 W, 65, 7233 MiB, 0x0000000000000000
2026/09/24 22:39:04.414, 97 %, 2565 MHz, 8001 MHz, 97.32 W, 65, 7233 MiB, 0x0000000000000000
2026/09/24 22:39:05.416, 96 %, 2565 MHz, 8001 MHz, 97.06 W, 66, 7233 MiB, 0x0000000000000000
2026/09/24 22:39:06.419, 97 %, 2565 MHz, 8001 MHz, 97.58 W, 66, 7233 MiB, 0x0000000000000000
2026/09/24 22:39:07.422, 0 %, 2565 MHz, 8001 MHz, 23.28 W, 58, 7233 MiB, 0x0000000000000000
2026/09/24 22:39:08.426, 0 %, 2565 MHz, 8001 MHz, 21.82 W, 57, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:09.430, 0 %, 525 MHz, 8001 MHz, 8.07 W, 57, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:10.436, 0 %, 330 MHz, 810 MHz, 5.03 W, 56, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:11.437, 0 %, 210 MHz, 405 MHz, 1.57 W, 56, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:12.441, 0 %, 210 MHz, 405 MHz, 1.59 W, 56, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:13.446, 0 %, 210 MHz, 405 MHz, 1.61 W, 55, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:14.449, 0 %, 210 MHz, 405 MHz, 1.69 W, 55, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:15.453, 0 %, 210 MHz, 405 MHz, 1.63 W, 55, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:16.468, 0 %, 210 MHz, 405 MHz, 1.61 W, 55, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:17.470, 0 %, 210 MHz, 405 MHz, 1.62 W, 54, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:18.473, 0 %, 210 MHz, 405 MHz, 1.94 W, 54, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:19.481, 0 %, 210 MHz, 405 MHz, 1.64 W, 54, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:20.495, 0 %, 210 MHz, 405 MHz, 2.97 W, 54, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:21.509, 0 %, 210 MHz, 405 MHz, 1.65 W, 54, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:22.517, 0 %, 210 MHz, 405 MHz, 1.70 W, 53, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:23.523, 0 %, 210 MHz, 405 MHz, 1.69 W, 53, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:24.526, 0 %, 210 MHz, 405 MHz, 1.75 W, 53, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:25.533, 0 %, 210 MHz, 405 MHz, 1.73 W, 53, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:26.536, 0 %, 210 MHz, 405 MHz, 1.73 W, 53, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:27.540, 0 %, 210 MHz, 405 MHz, 1.98 W, 53, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:28.542, 0 %, 210 MHz, 405 MHz, 1.73 W, 53, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:29.550, 0 %, 210 MHz, 405 MHz, 1.71 W, 52, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:30.551, 0 %, 210 MHz, 405 MHz, 1.70 W, 52, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:31.552, 0 %, 210 MHz, 405 MHz, 1.77 W, 52, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:32.555, 0 %, 210 MHz, 405 MHz, 1.80 W, 52, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:33.563, 0 %, 210 MHz, 405 MHz, 1.81 W, 52, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:34.575, 0 %, 210 MHz, 405 MHz, 1.80 W, 52, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:35.578, 0 %, 210 MHz, 405 MHz, 1.82 W, 52, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:36.580, 0 %, 210 MHz, 405 MHz, 1.84 W, 52, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:37.584, 0 %, 210 MHz, 405 MHz, 1.85 W, 51, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:38.585, 0 %, 210 MHz, 405 MHz, 1.89 W, 51, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:39.588, 0 %, 210 MHz, 405 MHz, 1.88 W, 51, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:40.589, 0 %, 210 MHz, 405 MHz, 1.88 W, 51, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:41.604, 0 %, 210 MHz, 405 MHz, 1.91 W, 51, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:42.605, 0 %, 210 MHz, 405 MHz, 1.91 W, 51, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:43.611, 0 %, 210 MHz, 405 MHz, 1.90 W, 51, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:44.613, 0 %, 210 MHz, 405 MHz, 1.90 W, 51, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:45.622, 0 %, 210 MHz, 405 MHz, 1.91 W, 50, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:46.628, 0 %, 210 MHz, 405 MHz, 1.92 W, 50, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:47.635, 0 %, 210 MHz, 405 MHz, 1.95 W, 50, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:48.639, 0 %, 210 MHz, 405 MHz, 1.95 W, 50, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:49.642, 0 %, 210 MHz, 405 MHz, 1.93 W, 50, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:50.644, 0 %, 210 MHz, 405 MHz, 1.93 W, 50, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:51.649, 0 %, 210 MHz, 405 MHz, 1.94 W, 50, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:52.651, 0 %, 210 MHz, 405 MHz, 1.93 W, 50, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:53.655, 0 %, 210 MHz, 405 MHz, 1.91 W, 50, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:54.667, 0 %, 210 MHz, 405 MHz, 1.90 W, 50, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:55.681, 0 %, 210 MHz, 405 MHz, 1.93 W, 50, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:56.683, 0 %, 210 MHz, 405 MHz, 1.94 W, 49, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:57.698, 0 %, 210 MHz, 405 MHz, 1.92 W, 49, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:58.712, 0 %, 210 MHz, 405 MHz, 1.98 W, 49, 7233 MiB, 0x0000000000000001
2026/09/24 22:39:59.727, 0 %, 210 MHz, 405 MHz, 1.98 W, 49, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:00.739, 0 %, 210 MHz, 405 MHz, 1.91 W, 49, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:01.754, 0 %, 210 MHz, 405 MHz, 1.93 W, 49, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:02.756, 0 %, 210 MHz, 405 MHz, 2.14 W, 49, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:03.769, 0 %, 210 MHz, 405 MHz, 2.08 W, 49, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:04.783, 0 %, 210 MHz, 405 MHz, 1.93 W, 49, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:05.795, 0 %, 210 MHz, 405 MHz, 1.93 W, 49, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:06.808, 0 %, 210 MHz, 405 MHz, 2.11 W, 49, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:07.822, 0 %, 210 MHz, 405 MHz, 2.05 W, 49, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:08.824, 0 %, 210 MHz, 405 MHz, 2.00 W, 49, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:09.837, 0 %, 210 MHz, 405 MHz, 2.01 W, 49, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:10.838, 0 %, 210 MHz, 405 MHz, 2.03 W, 49, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:11.853, 0 %, 210 MHz, 405 MHz, 2.04 W, 49, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:12.853, 0 %, 210 MHz, 405 MHz, 2.05 W, 49, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:13.867, 0 %, 210 MHz, 405 MHz, 2.07 W, 48, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:14.881, 0 %, 210 MHz, 405 MHz, 2.03 W, 48, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:15.882, 0 %, 210 MHz, 405 MHz, 1.93 W, 48, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:16.897, 0 %, 210 MHz, 405 MHz, 1.96 W, 48, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:17.899, 0 %, 210 MHz, 405 MHz, 1.98 W, 48, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:18.903, 0 %, 210 MHz, 405 MHz, 2.29 W, 48, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:19.905, 0 %, 210 MHz, 405 MHz, 2.01 W, 48, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:20.907, 0 %, 210 MHz, 405 MHz, 4.69 W, 48, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:21.908, 0 %, 210 MHz, 405 MHz, 2.01 W, 48, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:22.913, 0 %, 210 MHz, 405 MHz, 2.09 W, 48, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:23.914, 0 %, 210 MHz, 405 MHz, 2.77 W, 48, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:24.928, 0 %, 210 MHz, 405 MHz, 2.07 W, 48, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:25.931, 0 %, 210 MHz, 405 MHz, 2.06 W, 48, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:26.933, 0 %, 210 MHz, 405 MHz, 2.04 W, 48, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:27.947, 0 %, 210 MHz, 405 MHz, 2.04 W, 48, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:28.948, 0 %, 210 MHz, 405 MHz, 2.07 W, 48, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:29.950, 0 %, 210 MHz, 405 MHz, 2.10 W, 48, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:30.954, 0 %, 210 MHz, 405 MHz, 2.08 W, 48, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:31.958, 0 %, 210 MHz, 405 MHz, 2.08 W, 48, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:32.962, 0 %, 210 MHz, 405 MHz, 2.12 W, 48, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:33.965, 0 %, 210 MHz, 405 MHz, 2.13 W, 48, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:34.968, 0 %, 210 MHz, 405 MHz, 2.12 W, 48, 7233 MiB, 0x0000000000000001
2026/09/24 22:40:35.972, 0 %, 210 MHz, 405 MHz, 2.18 W, 47, 7233 MiB, 0x0000000000000001
