ts_iso_utc,kind,domain,rc,actual_mhz,request_mhz,tdp_mhz,efficient_mhz,throttle_reasons,energy_uj,timestamp_us,power_w
2026-09-25T07:54:00.736224+00:00,power,0,0,,,,,,108590194163,314094895038,24.303150391731286
2026-09-25T07:54:01.737421+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
2026-09-25T07:54:01.737421+00:00,freq,1,0,550.0,550.0,1200.0,550.0,0,,,
2026-09-25T07:54:01.737421+00:00,power,0,0,,,,,,108612869883,314095896060,22.652569074405957
2026-09-25T07:54:02.724468+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
2026-09-25T07:54:02.724468+00:00,freq,1,0,550.0,550.0,1200.0,550.0,0,,,
2026-09-25T07:54:02.724468+00:00,power,0,0,,,,,,108633551852,314096883287,20.949557700508596
2026-09-25T07:54:03.729147+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
2026-09-25T07:54:03.729147+00:00,freq,1,0,550.0,550.0,1200.0,550.0,0,,,
2026-09-25T07:54:03.729147+00:00,power,0,0,,,,,,108653536067,314097887894,19.892569930330964
2026-09-25T07:54:04.735710+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
2026-09-25T07:54:04.735710+00:00,freq,1,0,550.0,550.0,1200.0,550.0,0,,,
2026-09-25T07:54:04.735710+00:00,power,0,0,,,,,,108672454890,314098894410,18.796346009402733
2026-09-25T07:54:05.739318+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
2026-09-25T07:54:05.739318+00:00,freq,1,0,550.0,550.0,1200.0,550.0,0,,,
2026-09-25T07:54:05.739318+00:00,power,0,0,,,,,,108691265460,314099897965,18.743935309973047
2026-09-25T07:54:06.728690+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
2026-09-25T07:54:06.728690+00:00,freq,1,0,550.0,550.0,1200.0,550.0,0,,,
2026-09-25T07:54:06.728690+00:00,power,0,0,,,,,,108709647723,314100887420,18.578169800546764
2026-09-25T07:54:07.744835+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
2026-09-25T07:54:07.744835+00:00,freq,1,0,550.0,550.0,1200.0,550.0,0,,,
2026-09-25T07:54:07.744835+00:00,power,0,0,,,,,,108728206340,314101903371,18.267236313562368
2026-09-25T07:54:08.741039+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
2026-09-25T07:54:08.741039+00:00,freq,1,0,550.0,550.0,1200.0,550.0,0,,,
2026-09-25T07:54:08.741039+00:00,power,0,0,,,,,,108746452677,314102899679,18.31395211119453
2026-09-25T07:54:09.728481+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
2026-09-25T07:54:09.728481+00:00,freq,1,0,550.0,550.0,1200.0,550.0,0,,,
2026-09-25T07:54:09.728481+00:00,power,0,0,,,,,,108764323977,314103887108,18.09882026960926
2026-09-25T07:54:10.734724+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
2026-09-25T07:54:10.734724+00:00,freq,1,0,550.0,550.0,1200.0,550.0,0,,,
2026-09-25T07:54:10.734724+00:00,power,0,0,,,,,,108782513918,314104893301,18.07798404481049
2026-09-25T07:54:11.739882+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
2026-09-25T07:54:11.739882+00:00,freq,1,0,550.0,550.0,1200.0,550.0,0,,,
2026-09-25T07:54:11.739882+00:00,power,0,0,,,,,,108800530481,314105898362,17.9258403221297
2026-09-25T07:54:12.731475+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
2026-09-25T07:54:12.731475+00:00,freq,1,0,550.0,550.0,1200.0,550.0,0,,,
2026-09-25T07:54:12.731475+00:00,power,0,0,,,,,,108818248681,314106890057,17.866581963204414
2026-09-25T07:54:13.734348+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
2026-09-25T07:54:13.734348+00:00,freq,1,0,550.0,550.0,1200.0,550.0,0,,,
2026-09-25T07:54:13.734348+00:00,power,0,0,,,,,,108836147630,314107892724,17.851339477613205
2026-09-25T07:54:14.736908+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
2026-09-25T07:54:14.736908+00:00,freq,1,0,550.0,550.0,1200.0,550.0,0,,,
2026-09-25T07:54:14.736908+00:00,power,0,0,,,,,,108853442575,314108895463,17.24770354000393
2026-09-25T07:54:15.737634+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
2026-09-25T07:54:15.737634+00:00,freq,1,0,550.0,550.0,1200.0,550.0,0,,,
2026-09-25T07:54:15.737634+00:00,power,0,0,,,,,,108868389901,314109896302,14.934795706402328
2026-09-25T07:54:16.727391+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
2026-09-25T07:54:16.727391+00:00,freq,1,0,550.0,550.0,1200.0,550.0,0,,,
2026-09-25T07:54:16.727391+00:00,power,0,0,,,,,,108882657685,314110885798,14.419243736205098
2026-09-25T07:54:17.729245+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
2026-09-25T07:54:17.729245+00:00,freq,1,0,550.0,550.0,1200.0,550.0,0,,,
2026-09-25T07:54:17.729245+00:00,power,0,0,,,,,,108897060418,314111887702,14.375362310161453
2026-09-25T07:54:18.743534+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
2026-09-25T07:54:18.743534+00:00,freq,1,0,550.0,550.0,1200.0,550.0,0,,,
2026-09-25T07:54:18.743534+00:00,power,0,0,,,,,,108911417130,314112902059,14.153510056124224
2026-09-25T07:54:19.734088+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
2026-09-25T07:54:19.734088+00:00,freq,1,0,550.0,550.0,1200.0,550.0,0,,,
2026-09-25T07:54:19.734088+00:00,power,0,0,,,,,,108925436013,314113892365,14.15611235315145
2026-09-25T07:54:20.738429+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
2026-09-25T07:54:20.738429+00:00,freq,1,0,550.0,550.0,1200.0,550.0,0,,,
2026-09-25T07:54:20.738429+00:00,power,0,0,,,,,,108939669716,314114896794,14.170939907151228
2026-09-25T07:54:21.724315+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
2026-09-25T07:54:21.724315+00:00,freq,1,0,550.0,550.0,1200.0,550.0,0,,,
2026-09-25T07:54:21.724315+00:00,power,0,0,,,,,,108953679993,314115882607,14.211901242933498
2026-09-25T07:54:22.731555+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
2026-09-25T07:54:22.731555+00:00,freq,1,0,550.0,550.0,1200.0,550.0,0,,,
2026-09-25T07:54:22.731555+00:00,power,0,0,,,,,,108967997803,314116889843,14.21495061733298
2026-09-25T07:54:23.736359+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
2026-09-25T07:54:23.736359+00:00,freq,1,0,550.0,550.0,1200.0,550.0,0,,,
2026-09-25T07:54:23.736359+00:00,power,0,0,,,,,,108970115990,314117894750,2.107843810422258
2026-09-25T07:54:24.742188+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
2026-09-25T07:54:24.742188+00:00,freq,1,0,550.0,550.0,1200.0,550.0,0,,,
2026-09-25T07:54:24.742188+00:00,power,0,0,,,,,,108970115990,314118900580,0.0
2026-09-25T07:54:25.732174+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
2026-09-25T07:54:25.732174+00:00,freq,1,0,550.0,550.0,1200.0,550.0,0,,,
2026-09-25T07:54:25.732174+00:00,power,0,0,,,,,,108970115990,314119890574,0.0
2026-09-25T07:54:26.735752+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
2026-09-25T07:54:26.735752+00:00,freq,1,0,550.0,550.0,1200.0,550.0,0,,,
2026-09-25T07:54:26.735752+00:00,power,0,0,,,,,,108970115990,314120894105,0.0
2026-09-25T07:54:27.748917+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
2026-09-25T07:54:27.748917+00:00,freq,1,0,550.0,550.0,1200.0,550.0,0,,,
2026-09-25T07:54:27.748917+00:00,power,0,0,,,,,,108970115990,314121907334,0.0
2026-09-25T07:54:28.747006+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
2026-09-25T07:54:28.747006+00:00,freq,1,0,550.0,550.0,1200.0,550.0,0,,,
2026-09-25T07:54:28.747006+00:00,power,0,0,,,,,,108993158409,314122905312,23.089105170655063
2026-09-25T07:54:29.733733+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
2026-09-25T07:54:29.733733+00:00,freq,1,0,550.0,550.0,1200.0,600.0,0,,,
2026-09-25T07:54:29.733733+00:00,power,0,0,,,,,,109019458054,314123891825,26.659197598004283
2026-09-25T07:54:30.739664+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
2026-09-25T07:54:30.739664+00:00,freq,1,0,600.0,600.0,1200.0,550.0,0,,,
2026-09-25T07:54:30.739664+00:00,power,0,0,,,,,,109044865975,314124897803,25.25693504231703
2026-09-25T07:54:31.729303+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
2026-09-25T07:54:31.729303+00:00,freq,1,0,550.0,550.0,1200.0,550.0,0,,,
2026-09-25T07:54:31.729303+00:00,power,0,0,,,,,,109069256844,314125887479,24.645307151027204
2026-09-25T07:54:32.732286+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
2026-09-25T07:54:32.732286+00:00,freq,1,0,550.0,550.0,1200.0,550.0,0,,,
2026-09-25T07:54:32.732286+00:00,power,0,0,,,,,,109092584504,314126890512,23.257121151547356
2026-09-25T07:54:33.736164+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
2026-09-25T07:54:33.736164+00:00,freq,1,0,550.0,550.0,1200.0,550.0,0,,,
2026-09-25T07:54:33.736164+00:00,power,0,0,,,,,,109114341584,314127894317,21.674608116118172
2026-09-25T07:54:34.739311+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
2026-09-25T07:54:34.739311+00:00,freq,1,0,550.0,550.0,1200.0,600.0,0,,,
2026-09-25T07:54:34.739311+00:00,power,0,0,,,,,,109134633233,314128897383,20.22962496984246
2026-09-25T07:54:35.730123+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
2026-09-25T07:54:35.730123+00:00,freq,1,0,600.0,600.0,1200.0,600.0,0,,,
2026-09-25T07:54:35.730123+00:00,power,0,0,,,,,,109153429863,314129888083,18.97307964065812
2026-09-25T07:54:36.731770+00:00,freq,0,0,2500.0,4250.0,2500.0,900.0,0,,,
