ts_iso,gpu_dedicated_usage,gpu_shared_usage
2026-09-25T04:39:32.303049+00:00,3935272960,102760448
2026-09-25T04:39:35.574897+00:00,3935272960,102760448
2026-09-25T04:39:38.846265+00:00,3935272960,102760448
2026-09-25T04:39:42.145962+00:00,3935272960,102760448
