ts_iso,gpu_dedicated_usage,gpu_shared_usage
2026-09-25T04:48:16.429289+00:00,,
2026-09-25T04:48:25.880809+00:00,,
2026-09-25T04:48:35.502603+00:00,,
2026-09-25T04:48:46.307247+00:00,,
2026-09-25T04:48:55.939234+00:00,,
2026-09-25T04:49:06.078489+00:00,,
2026-09-25T04:49:15.589732+00:00,,
2026-09-25T04:49:25.808098+00:00,,
2026-09-25T04:49:35.628895+00:00,,
