ts_iso,memory_used_mib,memory_total_mib,clocks_sm_mhz,clocks_mem_mhz,power_draw_w,temperature_gpu_c,utilization_gpu_pct,throttle_reasons_active,gpu_dedicated_usage,gpu_shared_usage
2026-09-25T04:14:26.570973+00:00,3747, 8188, 1605, 8001, 13.09, 44, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:14:29.905506+00:00,3753, 8188, 2565, 8001, 93.37, 55, 94, 0x0000000000000000,3935272960,102760448
2026-09-25T04:14:33.192381+00:00,3753, 8188, 405, 8001, 10.37, 46, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:14:36.517263+00:00,3753, 8188, 210, 405, 1.94, 46, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:14:39.826474+00:00,3753, 8188, 210, 405, 1.83, 45, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:14:43.167072+00:00,3753, 8188, 210, 405, 1.75, 45, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:14:46.495628+00:00,3753, 8188, 210, 405, 1.94, 45, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:14:49.829096+00:00,3753, 8188, 210, 405, 1.74, 45, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:14:53.227664+00:00,3753, 8188, 210, 405, 1.80, 45, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:14:56.547065+00:00,3753, 8188, 210, 405, 2.11, 45, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:14:59.848256+00:00,3753, 8188, 210, 405, 1.77, 44, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:15:03.183760+00:00,3753, 8188, 210, 405, 1.77, 44, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:15:06.577051+00:00,3753, 8188, 210, 405, 1.75, 44, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:15:09.874032+00:00,3753, 8188, 210, 405, 1.80, 44, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:15:13.217278+00:00,3753, 8188, 210, 405, 1.83, 44, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:15:16.553734+00:00,3753, 8188, 210, 405, 1.80, 44, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:15:19.951957+00:00,3753, 8188, 210, 405, 1.84, 44, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:15:23.459558+00:00,3753, 8188, 210, 405, 1.87, 44, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:15:26.777679+00:00,3753, 8188, 210, 405, 1.83, 44, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:15:30.201901+00:00,3753, 8188, 210, 405, 2.96, 44, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:15:33.526516+00:00,3753, 8188, 2565, 8001, 93.94, 55, 94, 0x0000000000000000,3935272960,102760448
2026-09-25T04:15:36.917116+00:00,3753, 8188, 2580, 8001, 21.23, 48, 0, 0x0000000000000000,3935272960,102760448
2026-09-25T04:15:40.251729+00:00,3753, 8188, 210, 405, 1.74, 46, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:15:43.557568+00:00,3753, 8188, 210, 405, 1.74, 46, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:15:46.832644+00:00,3753, 8188, 210, 405, 1.93, 46, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:15:50.107924+00:00,3753, 8188, 210, 405, 1.82, 45, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:15:53.432771+00:00,3753, 8188, 210, 405, 1.79, 45, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:15:56.721246+00:00,3753, 8188, 210, 405, 1.96, 45, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:16:00.022504+00:00,3753, 8188, 210, 405, 1.90, 45, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:16:03.304535+00:00,3753, 8188, 210, 405, 1.88, 45, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:16:06.629297+00:00,3753, 8188, 210, 405, 2.26, 45, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:16:09.963127+00:00,3753, 8188, 210, 405, 1.97, 45, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:16:13.293066+00:00,3753, 8188, 210, 405, 1.83, 45, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:16:16.666516+00:00,3753, 8188, 210, 405, 1.85, 45, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:16:20.024263+00:00,3753, 8188, 210, 405, 1.83, 45, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:16:23.388562+00:00,3753, 8188, 210, 405, 1.88, 44, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:16:26.737525+00:00,3753, 8188, 210, 405, 1.90, 44, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:16:30.108404+00:00,3753, 8188, 210, 405, 1.92, 44, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:16:33.523203+00:00,3753, 8188, 210, 405, 1.90, 44, 0, 0x0000000000000001,3935272960,102760448
2026-09-25T04:16:36.917106+00:00,3753, 8188, 2340, 8001, 102.44, 59, 99, 0x0000000000000004,3935272960,102760448
