ts_iso,gpu_dedicated_usage,gpu_shared_usage
2026-09-25T04:41:53.542378+00:00,3935272960,102760448
2026-09-25T04:41:59.282883+00:00,3935272960,102760448
2026-09-25T04:42:06.264503+00:00,3935272960,102760448
