ts_iso,memory_used_mib,memory_total_mib,clocks_sm_mhz,clocks_mem_mhz,power_draw_w,temperature_gpu_c,utilization_gpu_pct,throttle_reasons_active,gpu_dedicated_usage,gpu_shared_usage
2026-09-25T04:20:52.080261+00:00,6073, 8188, 2355, 8001, 68.50, 62, 99, 0x0000000000000004,6368018432,119537664
2026-09-25T04:20:55.469860+00:00,6073, 8188, 2565, 8001, 104.08, 62, 99, 0x0000000000000004,6368018432,119537664
2026-09-25T04:20:58.802493+00:00,6073, 8188, 2565, 8001, 98.20, 63, 100, 0x0000000000000000,6368018432,119537664
2026-09-25T04:21:02.119922+00:00,6073, 8188, 2565, 8001, 91.14, 61, 96, 0x0000000000000000,6368018432,119537664
2026-09-25T04:21:05.383080+00:00,6073, 8188, 2565, 8001, 96.02, 64, 95, 0x0000000000000000,6368018432,119537664
2026-09-25T04:21:08.665740+00:00,6073, 8188, 525, 8001, 7.99, 54, 0, 0x0000000000000001,6368018432,119537664
2026-09-25T04:21:11.993059+00:00,6073, 8188, 210, 810, 4.02, 54, 0, 0x0000000000000001,6368018432,119537664
2026-09-25T04:21:15.254093+00:00,6073, 8188, 210, 405, 1.62, 53, 0, 0x0000000000000001,6368018432,119537664
2026-09-25T04:21:18.592980+00:00,6073, 8188, 210, 405, 1.71, 52, 0, 0x0000000000000001,6368018432,119537664
2026-09-25T04:21:21.898968+00:00,6073, 8188, 210, 405, 1.63, 52, 0, 0x0000000000000001,6368018432,119537664
2026-09-25T04:21:25.200534+00:00,6073, 8188, 210, 405, 1.65, 51, 0, 0x0000000000000001,6368018432,119537664
2026-09-25T04:21:28.489651+00:00,6073, 8188, 210, 405, 1.68, 51, 0, 0x0000000000000001,6368018432,119537664
2026-09-25T04:21:31.752992+00:00,6073, 8188, 210, 405, 1.66, 50, 0, 0x0000000000000001,6368018432,119537664
2026-09-25T04:21:35.040296+00:00,6073, 8188, 210, 405, 1.66, 50, 0, 0x0000000000000001,6368018432,119537664
2026-09-25T04:21:38.322067+00:00,6073, 8188, 210, 405, 1.70, 50, 0, 0x0000000000000001,6368018432,119537664
2026-09-25T04:21:41.658354+00:00,6073, 8188, 210, 405, 1.74, 49, 0, 0x0000000000000001,6368018432,119537664
2026-09-25T04:21:44.978494+00:00,6073, 8188, 210, 405, 1.77, 49, 0, 0x0000000000000001,6368018432,119537664
2026-09-25T04:21:48.312320+00:00,6073, 8188, 210, 405, 1.76, 49, 0, 0x0000000000000001,6368018432,119537664
2026-09-25T04:21:51.616023+00:00,6073, 8188, 210, 405, 1.77, 48, 0, 0x0000000000000001,6368018432,119537664
2026-09-25T04:21:54.881819+00:00,6073, 8188, 210, 405, 1.75, 48, 0, 0x0000000000000001,6368018432,119537664
2026-09-25T04:21:58.240927+00:00,6073, 8188, 210, 405, 1.77, 48, 0, 0x0000000000000001,6368018432,119537664
2026-09-25T04:22:01.552184+00:00,6073, 8188, 210, 405, 1.83, 48, 0, 0x0000000000000001,6368018432,119537664
2026-09-25T04:22:04.831007+00:00,6073, 8188, 210, 405, 1.83, 48, 0, 0x0000000000000001,6368018432,119537664
2026-09-25T04:22:08.162361+00:00,6073, 8188, 2310, 8001, 105.37, 62, 100, 0x0000000000000004,6368018432,119537664
2026-09-25T04:22:11.497467+00:00,6073, 8188, 2565, 8001, 103.50, 63, 100, 0x0000000000000004,6368018432,119537664
2026-09-25T04:22:14.792403+00:00,6073, 8188, 2565, 8001, 97.05, 63, 100, 0x0000000000000000,6368018432,119537664
2026-09-25T04:22:18.096776+00:00,6073, 8188, 2565, 8001, 96.86, 63, 95, 0x0000000000000000,6368018432,119537664
