# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   MB/s   MB/s 
    0      2     60      -      0      0      0      0      0      0    405    210      0      0   3747   8163      -     14      0 
    0     50     64      -     44     20      0      0      0      0   8001   2400      0      0   3753   8163      -     11     50 
    0     58     72      -     31     13      0      0      0      0   8001   2445      0      0   3753   8163      -      0      7 
    0     60     64      -     36     16      0      0      0      0   8001   2475      0      0   3753   8163      -     18      8 
    0     58     67      -     34     15      0      0      0      0   8001   2565      0      0   3753   8163      -     22     36 
    0     35     65      -     16     18      0      0      0      0   8001   2565      0      0   3753   8163      -     10     33 
    0     52     66      -     38     42      0      0      0      0   8001   2565      0      0   3753   8163      -      0     70 
    0     48     66      -     33     37      0      0      0      0   8001   2565      0      0   3753   8163      -      8     71 
    0     43     68      -     42     47      0      0      0      0   8001   2520      0      0   3753   8163      -     14     34 
    0     49     65      -     32     36      0      0      0      0   8001   2445      0      0   3753   8163      -      8      0 
    0     51     68      -     32     36      0      0      0      0   8001   2565      0      0   3753   8163      -      1      0 
    0     37     68      -     24     11      0      0      0      0   7001   2565      0      0   3753   8163      -     17     45 
    0     60     67      -     27     12      0      0      0      0   8001   2565      0      0   3753   8163      -     12     55 
    0     57     70      -     36     16      0      0      0      0   8001   2550      0      0   3753   8163      -      8      3 
    0     57     68      -     45     19      0      0      0      0   8001   2280      0      0   3753   8163      -      5      3 
    0     55     69      -      7      4      0      0      0      0   8001   2550      0      0   3753   8163      -      8      3 
    0     42     67      -     32     35      0      0      0      0   8001   2550      0      0   3753   8163      -      4     35 
    0     55     67      -     46     52      0      0      0      0   8001   2550      0      0   3753   8163      -      6     38 
    0     48     70      -     32     36      0      0      0      0   8001   2550      0      0   3753   8163      -      4     70 
    0     47     68      -     46     52      0      0      0      0   8001   2550      0      0   3753   8163      -      3     70 
    0     50     70      -     46     51      0      0      0      0   8001   2550      0      0   3753   8163      -     13      0 
    0     27     66      -      0      0      0      0      0      0   8001   2550      0      0   3753   8163      -      0      5 
    0     43     69      -     34     18      0      0      0      0   7001   2550      0      0   3753   8163      -      0     51 
    0     59     69      -     12      5      0      0      0      0   8001   2550      0      0   3753   8163      -      5      0 
    0     53     75      -     58     25      0      0      0      0   8001   2385      0      0   3753   8163      -     11      5 
    0     64     70      -     41     18      0      0      0      0   8001   2550      0      0   3753   8163      -    278      6 
    0     50     67      -     21     23      0      0      0      0   8001   2550      0      0   3753   8163      -      7     37 
    0     50     68      -     32     35      0      0      0      0   8001   2550      0      0   3753   8163      -      4      1 
    0     41     67      -      7      7      0      0      0      0   8001   2550      0      0   3753   8163      -      6      0 
    0     40     68      -     33     36      0      0      0      0   8001   2070      0      0   3753   8163      -     16      0 
    0     37     67      -     36     40      0      0      0      0   8001   2325      0      0   3753   8163      -      3     38 
    0     49     68      -     32     36      0      0      0      0   8001   2550      0      0   3753   8163      -      3     70 
