ts_iso,gpu_dedicated_usage,gpu_shared_usage
2026-09-25T04:50:52.985201+00:00,,
2026-09-25T04:51:03.310015+00:00,,
2026-09-25T04:51:14.576871+00:00,,
2026-09-25T04:51:25.016957+00:00,,
2026-09-25T04:51:36.296751+00:00,,
2026-09-25T04:51:45.936354+00:00,,
2026-09-25T04:51:55.604984+00:00,,
2026-09-25T04:52:06.024558+00:00,,
2026-09-25T04:52:16.028605+00:00,,
