ts_iso_utc,server_pid,dedicated_bytes,shared_bytes,cpu_total_pct,adapter_shared_bytes
2026-09-25T11:07:49.2455529Z,139008,8186290176,132120576,34.8296142707932,2088767488
2026-09-25T11:07:50.2620923Z,139008,8186290176,132120576,49.1657890404784,2088767488
2026-09-25T11:07:51.2764194Z,139008,8186290176,132120576,40.9854786489747,2088767488
2026-09-25T11:07:52.2924121Z,139008,8186290176,132120576,30.505804727188,2088767488
2026-09-25T11:07:53.3075216Z,139008,8186290176,132120576,41.5083813687029,2088767488
2026-09-25T11:07:54.3227240Z,139008,8186290176,132120576,29.2874635168703,2088767488
2026-09-25T11:07:55.3343119Z,139008,8186290176,132120576,27.0044389324641,2088767488
2026-09-25T11:07:56.3522304Z,139008,8186290176,132120576,26.6317611493411,2088767488
2026-09-25T11:07:57.3692534Z,139008,8186290176,132120576,22.8005765790457,2088767488
2026-09-25T11:07:58.3831221Z,139008,8186290176,132120576,29.7719731212942,2088767488
2026-09-25T11:07:59.4018701Z,139008,8186290176,132120576,23.3126726630512,2088767488
2026-09-25T11:08:00.4208306Z,139008,8186290176,132120576,22.8496298879899,2088767488
2026-09-25T11:08:01.4386352Z,139008,8186290176,132120576,22.5903015490213,2088767488
2026-09-25T11:08:02.4564579Z,139008,8186290176,132120576,27.3682704723032,2088767488
2026-09-25T11:08:03.4703158Z,139008,8186290176,132120576,31.7755825996612,2088767488
2026-09-25T11:08:04.4857914Z,139008,8186290176,132120576,27.970125110921,2088767488
2026-09-25T11:08:05.5040475Z,139008,8186290176,132120576,28.2625226527757,2088767488
2026-09-25T11:08:06.5082301Z,139008,8186290176,132120576,27.9380398800456,2088767488
2026-09-25T11:08:07.5297737Z,139008,8186290176,132120576,26.557000495884,2088767488
2026-09-25T11:08:08.5371411Z,139008,8186290176,132120576,28.0582842490234,2088767488
2026-09-25T11:08:09.5528131Z,139008,8186290176,132120576,21.7344888361248,2088767488
2026-09-25T11:08:10.5689836Z,139008,8186290176,132120576,33.8816860315215,2088767488
2026-09-25T11:08:11.5811606Z,139008,8186290176,132120576,21.6762980056334,2088767488
2026-09-25T11:08:12.5983763Z,139008,8186290176,132120576,24.6682772645778,2088767488
2026-09-25T11:08:13.6131863Z,139008,8186290176,132120576,29.1444414344182,2101350400
2026-09-25T11:08:14.6287070Z,139008,8186290176,132120576,38.8556528871775,2101350400
2026-09-25T11:08:15.6425249Z,139008,8186290176,132120576,25.7709387827399,2101350400
2026-09-25T11:08:16.6575138Z,139008,8186290176,132120576,34.564388702914,2094010368
2026-09-25T11:08:17.6636832Z,139008,8186290176,132120576,35.5232772963184,2094010368
2026-09-25T11:08:18.6807472Z,139008,8186290176,132120576,35.4434380891088,2094010368
2026-09-25T11:08:19.6962148Z,139008,8186290176,132120576,41.4312606389291,2094010368
2026-09-25T11:08:20.7096386Z,139008,8192581632,132120576,55.2691928356079,2094010368
2026-09-25T11:08:21.7270111Z,139008,8192581632,132120576,45.1608490366563,2094010368
2026-09-25T11:08:22.7440781Z,139008,8192581632,132120576,35.2202182011012,2094010368
2026-09-25T11:08:23.7588768Z,139008,8192581632,132120576,40.8955433581697,2094010368
2026-09-25T11:08:24.7766006Z,139008,8192581632,132120576,64.3819328002064,2100039680
2026-09-25T11:08:25.7935809Z,139008,8192581632,132120576,38.9959908259426,2100039680
2026-09-25T11:08:26.8091393Z,139008,8192581632,132120576,39.4190421929868,2107379712
2026-09-25T11:08:27.8267917Z,139008,8192581632,132120576,35.9933997362371,2107379712
2026-09-25T11:08:28.8310461Z,139008,8192581632,132120576,34.458046675768,2100039680
2026-09-25T11:08:29.8361969Z,139008,8192581632,132120576,34.1286596949427,2100039680
2026-09-25T11:08:30.8413200Z,139008,8192581632,132120576,28.3942478738942,2100039680
2026-09-25T11:08:31.8539545Z,139008,8192581632,132120576,28.8026562673725,2100039680
2026-09-25T11:08:32.8584447Z,139008,8192581632,132120576,24.6992790357777,2100039680
2026-09-25T11:08:33.8611150Z,139008,8192581632,132120576,22.9183554514371,2100039680
2026-09-25T11:08:34.8806929Z,139008,8192581632,132120576,34.6068790830542,2100039680
2026-09-25T11:08:35.8977998Z,139008,8192581632,132120576,43.3318342714559,2100039680
2026-09-25T11:08:36.9137717Z,139008,8192581632,132120576,29.9966518235762,2100039680
2026-09-25T11:08:37.9197792Z,139008,8192581632,132120576,32.6614179496173,2100039680
2026-09-25T11:08:38.9258752Z,139008,8192581632,132120576,31.5697236277052,2100039680
2026-09-25T11:08:39.9285902Z,139008,8192581632,132120576,24.1686375214737,2100039680
2026-09-25T11:08:40.9433768Z,139008,8192581632,132120576,23.4731924129998,2100039680
2026-09-25T11:08:41.9493429Z,139008,8192581632,132120576,26.1117153530833,2100039680
2026-09-25T11:08:42.9638152Z,139008,8192581632,132120576,24.1816657541578,2100039680
2026-09-25T11:08:43.9670672Z,139008,8192581632,132120576,25.5726085949869,2085883904
2026-09-25T11:08:44.9720900Z,139008,8192581632,132120576,31.1363496019012,2085883904
2026-09-25T11:08:45.9886343Z,139008,8192581632,132120576,39.6701955382718,2085883904
2026-09-25T11:08:47.0044714Z,139008,8192581632,132120576,12.8073904939285,2085883904
2026-09-25T11:08:48.0192512Z,139008,8192581632,132120576,11.9463342005457,2085883904
2026-09-25T11:08:49.0356674Z,139008,8192581632,132120576,8.72438373534142,2085883904
2026-09-25T11:08:50.0408736Z,139008,8192581632,132120576,14.0636874553605,2085883904
2026-09-25T11:08:51.0434526Z,139008,8192581632,132120576,18.3180457646084,2085883904
2026-09-25T11:08:52.0593537Z,139008,8192581632,132120576,14.2547258429818,2085883904
2026-09-25T11:08:53.0622194Z,139008,8192581632,132120576,9.92661572295155,2085883904
2026-09-25T11:08:54.0699493Z,139008,8192581632,132120576,11.4353927017769,2085883904
2026-09-25T11:08:55.0880072Z,139008,8192581632,132120576,10.1813838589099,2085883904
2026-09-25T11:08:56.1028493Z,139008,8192581632,132120576,12.6474678357555,2085883904
2026-09-25T11:08:57.1166779Z,139008,8192581632,132120576,21.4190451629618,2085883904
2026-09-25T11:08:58.1301304Z,139008,8192581632,132120576,12.2160634070171,2085883904
2026-09-25T11:08:59.1466092Z,139008,8192581632,132120576,11.7083906556944,2085883904
2026-09-25T11:09:00.1623669Z,139008,8192581632,132120576,12.7893861612368,2085883904
2026-09-25T11:09:01.1777528Z,139008,8192581632,132120576,15.9421739999665,2085883904
2026-09-25T11:09:02.1827790Z,139008,8192581632,132120576,11.3023793218172,2085883904
2026-09-25T11:09:03.1851234Z,139008,8192581632,132120576,11.2266255922944,2085883904
2026-09-25T11:09:04.1909763Z,139008,8192581632,132120576,12.7282286336182,2085883904
2026-09-25T11:09:05.2044499Z,139008,8192581632,132120576,11.4975017050414,2085883904
2026-09-25T11:09:06.2079853Z,139008,8192581632,132120576,29.4079606603274,2085883904
2026-09-25T11:09:07.2254535Z,139008,8192581632,132120576,37.9969166488773,2085883904
2026-09-25T11:09:08.2417613Z,139008,8192581632,132120576,25.5529436237384,2085883904
2026-09-25T11:09:09.2552740Z,139008,8192581632,132120576,23.1466867638601,2085883904
2026-09-25T11:09:10.2693518Z,139008,8192581632,132120576,21.3817178966629,2085883904
2026-09-25T11:09:11.2836989Z,139008,8192581632,132120576,19.7639542486529,2085883904
2026-09-25T11:09:12.2879972Z,139008,8192581632,132120576,19.4859547401196,2085883904
2026-09-25T11:09:13.2961217Z,139008,8192581632,132120576,18.8487841258766,2085883904
2026-09-25T11:09:14.3131828Z,139008,8192581632,132120576,17.4015844797335,2085883904
2026-09-25T11:09:15.3284363Z,139008,8192581632,132120576,20.7225327020635,2085883904
2026-09-25T11:09:16.3438992Z,139008,8192581632,132120576,19.0003706327128,2085883904
2026-09-25T11:09:17.3513615Z,139008,8192581632,132120576,23.4831165542428,2085883904
2026-09-25T11:09:18.3676463Z,139008,8192581632,132120576,31.7039960490105,2085883904
2026-09-25T11:09:19.3817830Z,139008,8192581632,132120576,21.9568718784289,2085883904
2026-09-25T11:09:20.3888742Z,139008,8192581632,132120576,18.2833098434945,2085883904
2026-09-25T11:09:21.4040287Z,139008,8192581632,132120576,19.0638431830268,2085883904
2026-09-25T11:09:22.4223630Z,139008,8192581632,132120576,16.3347813280405,2085883904
2026-09-25T11:09:23.4291942Z,139008,8192581632,132120576,17.8071176798857,2085883904
