ts_iso,memory_used_mib,memory_total_mib,clocks_sm_mhz,clocks_mem_mhz,power_draw_w,temperature_gpu_c,utilization_gpu_pct,throttle_reasons_active,gpu_dedicated_usage,gpu_shared_usage
2026-09-25T04:26:04.706775+00:00,7919, 8188, 2565, 8001, 26.88, 58, 0, 0x0000000000000000,8310992896,627048448
2026-09-25T04:26:08.230513+00:00,7925, 8188, 2565, 8001, 42.66, 60, 100, 0x0000000000000000,8310992896,627048448
2026-09-25T04:26:11.611778+00:00,7925, 8188, 2565, 8001, 44.45, 63, 100, 0x0000000000000000,8310992896,627048448
2026-09-25T04:26:15.109305+00:00,7925, 8188, 2565, 8001, 42.47, 61, 100, 0x0000000000000000,8310992896,627048448
2026-09-25T04:26:18.553934+00:00,7925, 8188, 2565, 8001, 41.95, 62, 100, 0x0000000000000000,8310992896,627048448
2026-09-25T04:26:21.994853+00:00,7925, 8188, 2565, 8001, 47.97, 63, 100, 0x0000000000000000,8310992896,627048448
2026-09-25T04:26:25.415953+00:00,7925, 8188, 2565, 8001, 48.41, 63, 100, 0x0000000000000000,8310992896,627048448
2026-09-25T04:26:28.941721+00:00,7925, 8188, 2565, 8001, 43.48, 61, 100, 0x0000000000000000,8310992896,627048448
2026-09-25T04:26:32.300878+00:00,7925, 8188, 2565, 8001, 49.73, 63, 100, 0x0000000000000000,8310992896,627048448
2026-09-25T04:26:35.709693+00:00,7925, 8188, 2565, 8001, 47.76, 63, 99, 0x0000000000000000,8310992896,627048448
2026-09-25T04:26:39.112228+00:00,7925, 8188, 2565, 8001, 42.68, 64, 100, 0x0000000000000000,8310992896,627048448
2026-09-25T04:26:42.512592+00:00,7925, 8188, 2565, 8001, 52.15, 64, 100, 0x0000000000000000,8310992896,627048448
2026-09-25T04:26:45.975145+00:00,7925, 8188, 2565, 8001, 43.52, 64, 100, 0x0000000000000000,8310992896,627048448
2026-09-25T04:26:49.391145+00:00,7925, 8188, 2565, 8001, 54.01, 65, 100, 0x0000000000000000,8310992896,627048448
