ts_iso,gpu_dedicated_usage,gpu_shared_usage
2026-09-25T04:46:09.365589+00:00,,
2026-09-25T04:46:19.670683+00:00,,
2026-09-25T04:46:31.064273+00:00,,
2026-09-25T04:46:40.784377+00:00,,
2026-09-25T04:46:51.943689+00:00,,
2026-09-25T04:47:01.592364+00:00,,
