timestamp, utilization.gpu [%], clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], temperature.gpu, memory.used [MiB], clocks_event_reasons.active
2026/09/25 04:16:15.627, 0 %, 210 MHz, 405 MHz, 2.10 W, 62, 7813 MiB, 0x0000000000000001
2026/09/25 04:16:16.641, 0 %, 210 MHz, 405 MHz, 2.16 W, 61, 7813 MiB, 0x0000000000000001
2026/09/25 04:16:17.646, 0 %, 210 MHz, 405 MHz, 2.14 W, 61, 7813 MiB, 0x0000000000000001
2026/09/25 04:16:18.649, 0 %, 210 MHz, 405 MHz, 2.10 W, 61, 7813 MiB, 0x0000000000000001
2026/09/25 04:16:19.653, 0 %, 210 MHz, 405 MHz, 2.07 W, 61, 7813 MiB, 0x0000000000000001
2026/09/25 04:16:20.658, 0 %, 210 MHz, 405 MHz, 2.02 W, 61, 7813 MiB, 0x0000000000000001
2026/09/25 04:16:21.666, 0 %, 210 MHz, 405 MHz, 2.01 W, 61, 7813 MiB, 0x0000000000000001
2026/09/25 04:16:22.672, 0 %, 210 MHz, 405 MHz, 2.05 W, 61, 7813 MiB, 0x0000000000000001
2026/09/25 04:16:23.681, 0 %, 210 MHz, 405 MHz, 2.05 W, 61, 7813 MiB, 0x0000000000000001
2026/09/25 04:16:24.691, 0 %, 210 MHz, 405 MHz, 2.01 W, 61, 7813 MiB, 0x0000000000000001
2026/09/25 04:16:25.693, 0 %, 210 MHz, 405 MHz, 2.04 W, 61, 7813 MiB, 0x0000000000000001
2026/09/25 04:16:26.702, 0 %, 210 MHz, 405 MHz, 2.11 W, 61, 7813 MiB, 0x0000000000000001
2026/09/25 04:16:27.705, 0 %, 210 MHz, 405 MHz, 2.13 W, 61, 7813 MiB, 0x0000000000000001
2026/09/25 04:16:28.706, 0 %, 210 MHz, 405 MHz, 2.12 W, 61, 7813 MiB, 0x0000000000000001
2026/09/25 04:16:29.720, 0 %, 210 MHz, 405 MHz, 2.12 W, 61, 7813 MiB, 0x0000000000000001
2026/09/25 04:16:30.722, 0 %, 210 MHz, 405 MHz, 2.13 W, 61, 7813 MiB, 0x0000000000000001
2026/09/25 04:16:31.726, 0 %, 210 MHz, 405 MHz, 2.09 W, 61, 7813 MiB, 0x0000000000000001
2026/09/25 04:16:32.742, 0 %, 210 MHz, 405 MHz, 2.08 W, 61, 7813 MiB, 0x0000000000000001
2026/09/25 04:16:33.742, 0 %, 210 MHz, 405 MHz, 2.10 W, 61, 7813 MiB, 0x0000000000000001
2026/09/25 04:16:34.748, 0 %, 210 MHz, 405 MHz, 2.07 W, 61, 7813 MiB, 0x0000000000000001
2026/09/25 04:16:35.751, 0 %, 210 MHz, 405 MHz, 2.07 W, 61, 7813 MiB, 0x0000000000000001
2026/09/25 04:16:36.753, 0 %, 210 MHz, 405 MHz, 2.08 W, 61, 7813 MiB, 0x0000000000000001
2026/09/25 04:16:37.753, 0 %, 210 MHz, 405 MHz, 2.12 W, 61, 7813 MiB, 0x0000000000000001
2026/09/25 04:16:38.756, 0 %, 210 MHz, 405 MHz, 2.15 W, 61, 7813 MiB, 0x0000000000000001
2026/09/25 04:16:39.760, 0 %, 210 MHz, 405 MHz, 2.12 W, 61, 7813 MiB, 0x0000000000000001
2026/09/25 04:16:40.776, 0 %, 210 MHz, 405 MHz, 2.07 W, 60, 7813 MiB, 0x0000000000000001
2026/09/25 04:16:41.777, 0 %, 210 MHz, 405 MHz, 2.10 W, 60, 7813 MiB, 0x0000000000000001
2026/09/25 04:16:42.781, 0 %, 210 MHz, 405 MHz, 2.11 W, 60, 7813 MiB, 0x0000000000000001
2026/09/25 04:16:43.782, 0 %, 210 MHz, 405 MHz, 2.14 W, 60, 7813 MiB, 0x0000000000000001
2026/09/25 04:16:44.794, 0 %, 210 MHz, 405 MHz, 2.15 W, 60, 7813 MiB, 0x0000000000000001
2026/09/25 04:16:45.799, 100 %, 1605 MHz, 8001 MHz, 6.01 W, 61, 7813 MiB, 0x0000000000000001
2026/09/25 04:16:46.804, 100 %, 2370 MHz, 8001 MHz, 105.07 W, 74, 7813 MiB, 0x0000000000000004
2026/09/25 04:16:47.805, 100 %, 2295 MHz, 8001 MHz, 105.38 W, 75, 7813 MiB, 0x0000000000000004
2026/09/25 04:16:48.806, 100 %, 2325 MHz, 8001 MHz, 103.27 W, 75, 7813 MiB, 0x0000000000000004
2026/09/25 04:16:49.818, 100 %, 2400 MHz, 8001 MHz, 104.08 W, 75, 7813 MiB, 0x0000000000000004
2026/09/25 04:16:50.821, 100 %, 2490 MHz, 8001 MHz, 103.63 W, 75, 7813 MiB, 0x0000000000000004
2026/09/25 04:16:51.827, 100 %, 2550 MHz, 8001 MHz, 101.88 W, 75, 7813 MiB, 0x0000000000000004
2026/09/25 04:16:52.832, 100 %, 2535 MHz, 8001 MHz, 102.27 W, 75, 7813 MiB, 0x0000000000000000
2026/09/25 04:16:53.835, 100 %, 2550 MHz, 8001 MHz, 102.23 W, 76, 7813 MiB, 0x0000000000000000
2026/09/25 04:16:54.839, 100 %, 2550 MHz, 8001 MHz, 102.83 W, 76, 7813 MiB, 0x0000000000000000
2026/09/25 04:16:55.843, 100 %, 2550 MHz, 8001 MHz, 101.00 W, 77, 7813 MiB, 0x0000000000000000
2026/09/25 04:16:56.848, 100 %, 2550 MHz, 8001 MHz, 99.94 W, 77, 7813 MiB, 0x0000000000000000
2026/09/25 04:16:57.851, 100 %, 2550 MHz, 8001 MHz, 100.27 W, 77, 7813 MiB, 0x0000000000000000
2026/09/25 04:16:58.852, 100 %, 2550 MHz, 8001 MHz, 99.98 W, 77, 7813 MiB, 0x0000000000000000
2026/09/25 04:16:59.865, 100 %, 2550 MHz, 8001 MHz, 99.98 W, 78, 7813 MiB, 0x0000000000000000
2026/09/25 04:17:00.869, 100 %, 2550 MHz, 8001 MHz, 99.75 W, 78, 7813 MiB, 0x0000000000000000
2026/09/25 04:17:01.870, 100 %, 2550 MHz, 8001 MHz, 99.83 W, 79, 7813 MiB, 0x0000000000000000
2026/09/25 04:17:02.875, 100 %, 2550 MHz, 8001 MHz, 100.04 W, 79, 7813 MiB, 0x0000000000000000
2026/09/25 04:17:03.876, 100 %, 2550 MHz, 8001 MHz, 99.81 W, 80, 7813 MiB, 0x0000000000000000
2026/09/25 04:17:04.878, 100 %, 2550 MHz, 8001 MHz, 100.13 W, 80, 7813 MiB, 0x0000000000000000
2026/09/25 04:17:05.882, 100 %, 2550 MHz, 8001 MHz, 100.11 W, 81, 7813 MiB, 0x0000000000000000
2026/09/25 04:17:06.884, 100 %, 2550 MHz, 8001 MHz, 100.31 W, 81, 7813 MiB, 0x0000000000000000
2026/09/25 04:17:07.887, 100 %, 2550 MHz, 8001 MHz, 99.76 W, 81, 7813 MiB, 0x0000000000000000
2026/09/25 04:17:08.890, 100 %, 2550 MHz, 8001 MHz, 100.18 W, 81, 7813 MiB, 0x0000000000000000
2026/09/25 04:17:09.894, 100 %, 2100 MHz, 8001 MHz, 102.36 W, 84, 7813 MiB, 0x0000000000000020
2026/09/25 04:17:10.898, 97 %, 2550 MHz, 8001 MHz, 101.09 W, 81, 7813 MiB, 0x0000000000000000
2026/09/25 04:17:11.906, 0 %, 2550 MHz, 8001 MHz, 37.83 W, 73, 7813 MiB, 0x0000000000000000
2026/09/25 04:17:12.908, [Unknown Error], 1605 MHz, 8000 MHz, 1.20 W, 57, 0 MiB, 0x0000000000000001
2026/09/25 04:17:14.472, [Unknown Error], 1605 MHz, 8000 MHz, 14.85 W, 57, 0 MiB, 0x0000000000000001
2026/09/25 04:17:16.033, [Unknown Error], 1605 MHz, 8000 MHz, 1.20 W, 57, 0 MiB, 0x0000000000000001
2026/09/25 04:17:17.585, [Unknown Error], 1605 MHz, 8000 MHz, 1.20 W, 57, 0 MiB, 0x0000000000000001
2026/09/25 04:17:19.137, 0 %, 1605 MHz, 8001 MHz, 13.34 W, 71, 0 MiB, 0x0000000000000001
2026/09/25 04:17:20.139, 0 %, 1605 MHz, 8001 MHz, 13.23 W, 71, 113 MiB, 0x0000000000000001
2026/09/25 04:17:21.140, 14 %, 1605 MHz, 8001 MHz, 14.40 W, 71, 2489 MiB, 0x0000000000000001
2026/09/25 04:17:22.142, 14 %, 1605 MHz, 8001 MHz, 13.69 W, 71, 2809 MiB, 0x0000000000000001
2026/09/25 04:17:23.157, 68 %, 2550 MHz, 8001 MHz, 49.42 W, 73, 7913 MiB, 0x0000000000000000
2026/09/25 04:17:24.160, 0 %, 2550 MHz, 8001 MHz, 25.47 W, 72, 7919 MiB, 0x0000000000000000
2026/09/25 04:17:25.163, 0 %, 2550 MHz, 8001 MHz, 25.23 W, 72, 7919 MiB, 0x0000000000000000
2026/09/25 04:17:26.165, 0 %, 1605 MHz, 8001 MHz, 13.18 W, 71, 7919 MiB, 0x0000000000000001
2026/09/25 04:17:27.166, 0 %, 1605 MHz, 8001 MHz, 12.98 W, 70, 7919 MiB, 0x0000000000000001
2026/09/25 04:17:28.167, 0 %, 1605 MHz, 8001 MHz, 12.98 W, 70, 7919 MiB, 0x0000000000000001
2026/09/25 04:17:29.182, 0 %, 1605 MHz, 8001 MHz, 12.99 W, 70, 7919 MiB, 0x0000000000000001
2026/09/25 04:17:30.184, 0 %, 240 MHz, 810 MHz, 7.00 W, 69, 7919 MiB, 0x0000000000000001
2026/09/25 04:17:31.188, 0 %, 210 MHz, 405 MHz, 1.92 W, 69, 7919 MiB, 0x0000000000000001
2026/09/25 04:17:32.189, 0 %, 210 MHz, 405 MHz, 1.75 W, 69, 7919 MiB, 0x0000000000000001
2026/09/25 04:17:33.193, 0 %, 210 MHz, 405 MHz, 1.80 W, 69, 7919 MiB, 0x0000000000000001
2026/09/25 04:17:34.197, 0 %, 210 MHz, 405 MHz, 1.75 W, 69, 7919 MiB, 0x0000000000000001
2026/09/25 04:17:35.211, 0 %, 210 MHz, 405 MHz, 1.81 W, 69, 7919 MiB, 0x0000000000000001
2026/09/25 04:17:36.225, 0 %, 210 MHz, 405 MHz, 1.89 W, 68, 7919 MiB, 0x0000000000000001
2026/09/25 04:17:37.228, 0 %, 210 MHz, 405 MHz, 1.91 W, 68, 7919 MiB, 0x0000000000000001
2026/09/25 04:17:38.234, 0 %, 210 MHz, 405 MHz, 1.87 W, 68, 7919 MiB, 0x0000000000000001
2026/09/25 04:17:39.238, 0 %, 210 MHz, 405 MHz, 1.87 W, 68, 7919 MiB, 0x0000000000000001
2026/09/25 04:17:40.242, 0 %, 210 MHz, 405 MHz, 1.87 W, 68, 7919 MiB, 0x0000000000000001
2026/09/25 04:17:41.257, 0 %, 210 MHz, 405 MHz, 1.88 W, 68, 7919 MiB, 0x0000000000000001
2026/09/25 04:17:42.263, 0 %, 210 MHz, 405 MHz, 1.89 W, 67, 7919 MiB, 0x0000000000000001
2026/09/25 04:17:43.271, 0 %, 210 MHz, 405 MHz, 1.89 W, 67, 7919 MiB, 0x0000000000000001
2026/09/25 04:17:44.275, 0 %, 210 MHz, 405 MHz, 1.89 W, 67, 7919 MiB, 0x0000000000000001
2026/09/25 04:17:45.282, 0 %, 210 MHz, 405 MHz, 1.89 W, 67, 7919 MiB, 0x0000000000000001
2026/09/25 04:17:46.292, 0 %, 210 MHz, 405 MHz, 1.94 W, 67, 7919 MiB, 0x0000000000000001
2026/09/25 04:17:47.295, 0 %, 210 MHz, 405 MHz, 1.94 W, 67, 7919 MiB, 0x0000000000000001
2026/09/25 04:17:48.309, 0 %, 210 MHz, 405 MHz, 1.92 W, 67, 7919 MiB, 0x0000000000000001
2026/09/25 04:17:49.323, 0 %, 210 MHz, 405 MHz, 1.97 W, 67, 7919 MiB, 0x0000000000000001
2026/09/25 04:17:50.329, 0 %, 210 MHz, 405 MHz, 1.97 W, 66, 7919 MiB, 0x0000000000000001
2026/09/25 04:17:51.330, 0 %, 210 MHz, 405 MHz, 1.93 W, 66, 7919 MiB, 0x0000000000000001
2026/09/25 04:17:52.338, 0 %, 210 MHz, 405 MHz, 2.00 W, 66, 7919 MiB, 0x0000000000000001
2026/09/25 04:17:53.343, 0 %, 210 MHz, 405 MHz, 2.02 W, 66, 7919 MiB, 0x0000000000000001
2026/09/25 04:17:54.353, 0 %, 210 MHz, 405 MHz, 2.00 W, 66, 7919 MiB, 0x0000000000000001
2026/09/25 04:17:55.358, 0 %, 210 MHz, 405 MHz, 1.99 W, 66, 7919 MiB, 0x0000000000000001
2026/09/25 04:17:56.362, 0 %, 210 MHz, 405 MHz, 1.95 W, 66, 7919 MiB, 0x0000000000000001
2026/09/25 04:17:57.370, 0 %, 210 MHz, 405 MHz, 1.97 W, 66, 7919 MiB, 0x0000000000000001
2026/09/25 04:17:58.376, 0 %, 210 MHz, 405 MHz, 1.98 W, 66, 7919 MiB, 0x0000000000000001
2026/09/25 04:17:59.390, 0 %, 210 MHz, 405 MHz, 1.96 W, 65, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:00.395, 0 %, 210 MHz, 405 MHz, 1.96 W, 65, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:01.411, 0 %, 210 MHz, 405 MHz, 1.99 W, 65, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:02.417, 0 %, 210 MHz, 405 MHz, 2.01 W, 65, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:03.420, 0 %, 210 MHz, 405 MHz, 2.04 W, 65, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:04.423, 0 %, 210 MHz, 405 MHz, 2.04 W, 65, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:05.431, 0 %, 210 MHz, 405 MHz, 2.05 W, 65, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:06.435, 0 %, 210 MHz, 405 MHz, 2.05 W, 65, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:07.437, 0 %, 210 MHz, 405 MHz, 2.07 W, 65, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:08.444, 0 %, 210 MHz, 405 MHz, 2.10 W, 65, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:09.447, 0 %, 210 MHz, 405 MHz, 2.07 W, 64, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:10.457, 0 %, 210 MHz, 405 MHz, 2.00 W, 64, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:11.459, 0 %, 210 MHz, 405 MHz, 1.91 W, 64, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:12.463, 0 %, 210 MHz, 405 MHz, 2.04 W, 64, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:13.466, 0 %, 210 MHz, 405 MHz, 1.98 W, 64, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:14.467, 0 %, 210 MHz, 405 MHz, 1.93 W, 64, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:15.467, 0 %, 210 MHz, 405 MHz, 4.69 W, 64, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:16.473, 0 %, 210 MHz, 405 MHz, 1.98 W, 64, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:17.479, 0 %, 210 MHz, 405 MHz, 1.92 W, 64, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:18.482, 0 %, 210 MHz, 405 MHz, 1.90 W, 64, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:19.485, 0 %, 210 MHz, 405 MHz, 1.93 W, 64, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:20.489, 0 %, 210 MHz, 405 MHz, 1.96 W, 64, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:21.504, 0 %, 210 MHz, 405 MHz, 1.95 W, 64, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:22.520, 0 %, 210 MHz, 405 MHz, 1.96 W, 64, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:23.527, 0 %, 210 MHz, 405 MHz, 1.99 W, 64, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:24.539, 0 %, 210 MHz, 405 MHz, 1.99 W, 64, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:25.542, 0 %, 210 MHz, 405 MHz, 1.98 W, 64, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:26.546, 0 %, 210 MHz, 405 MHz, 1.95 W, 63, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:27.551, 0 %, 210 MHz, 405 MHz, 1.92 W, 63, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:28.553, 0 %, 210 MHz, 405 MHz, 1.93 W, 63, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:29.554, 0 %, 210 MHz, 405 MHz, 1.94 W, 63, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:30.557, 0 %, 210 MHz, 405 MHz, 1.95 W, 63, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:31.560, 0 %, 210 MHz, 405 MHz, 1.94 W, 63, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:32.561, 0 %, 210 MHz, 405 MHz, 1.95 W, 63, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:33.567, 0 %, 210 MHz, 405 MHz, 1.95 W, 63, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:34.573, 0 %, 210 MHz, 405 MHz, 1.97 W, 63, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:35.574, 0 %, 210 MHz, 405 MHz, 2.02 W, 63, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:36.576, 0 %, 210 MHz, 405 MHz, 2.05 W, 63, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:37.584, 0 %, 210 MHz, 405 MHz, 2.08 W, 63, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:38.599, 0 %, 210 MHz, 405 MHz, 2.10 W, 63, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:39.602, 0 %, 210 MHz, 405 MHz, 2.10 W, 63, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:40.603, 0 %, 210 MHz, 405 MHz, 2.12 W, 63, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:41.606, 0 %, 210 MHz, 405 MHz, 2.14 W, 63, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:42.607, 0 %, 210 MHz, 405 MHz, 2.16 W, 62, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:43.609, 0 %, 210 MHz, 405 MHz, 2.12 W, 62, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:44.623, 0 %, 210 MHz, 405 MHz, 2.07 W, 62, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:45.623, 0 %, 210 MHz, 405 MHz, 2.08 W, 62, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:46.626, 0 %, 210 MHz, 405 MHz, 2.10 W, 62, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:47.630, 0 %, 210 MHz, 405 MHz, 2.13 W, 62, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:48.644, 0 %, 210 MHz, 405 MHz, 2.09 W, 62, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:49.649, 0 %, 210 MHz, 405 MHz, 2.04 W, 62, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:50.665, 0 %, 210 MHz, 405 MHz, 2.03 W, 62, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:51.666, 0 %, 210 MHz, 405 MHz, 2.03 W, 62, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:52.670, 0 %, 210 MHz, 405 MHz, 2.06 W, 62, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:53.680, 0 %, 210 MHz, 405 MHz, 2.07 W, 62, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:54.687, 0 %, 210 MHz, 405 MHz, 2.07 W, 62, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:55.694, 0 %, 210 MHz, 405 MHz, 2.05 W, 62, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:56.701, 0 %, 210 MHz, 405 MHz, 2.07 W, 62, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:57.706, 0 %, 210 MHz, 405 MHz, 2.09 W, 62, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:58.713, 0 %, 210 MHz, 405 MHz, 2.05 W, 62, 7919 MiB, 0x0000000000000001
2026/09/25 04:18:59.717, 0 %, 210 MHz, 405 MHz, 2.00 W, 62, 7919 MiB, 0x0000000000000001
2026/09/25 04:19:00.717, 0 %, 210 MHz, 405 MHz, 2.05 W, 62, 7919 MiB, 0x0000000000000001
2026/09/25 04:19:01.718, 0 %, 210 MHz, 405 MHz, 2.01 W, 62, 7919 MiB, 0x0000000000000001
2026/09/25 04:19:02.723, 0 %, 210 MHz, 405 MHz, 2.04 W, 62, 7919 MiB, 0x0000000000000001
2026/09/25 04:19:03.725, 0 %, 210 MHz, 405 MHz, 2.09 W, 62, 7919 MiB, 0x0000000000000001
2026/09/25 04:19:04.738, 0 %, 210 MHz, 405 MHz, 2.11 W, 61, 7919 MiB, 0x0000000000000001
2026/09/25 04:19:05.740, 0 %, 210 MHz, 405 MHz, 2.10 W, 61, 7919 MiB, 0x0000000000000001
2026/09/25 04:19:06.751, 0 %, 210 MHz, 405 MHz, 2.08 W, 61, 7919 MiB, 0x0000000000000001
2026/09/25 04:19:07.752, 0 %, 210 MHz, 405 MHz, 2.04 W, 61, 7919 MiB, 0x0000000000000001
2026/09/25 04:19:08.769, 0 %, 210 MHz, 405 MHz, 2.05 W, 61, 7919 MiB, 0x0000000000000001
2026/09/25 04:19:09.772, 0 %, 210 MHz, 405 MHz, 2.15 W, 61, 7919 MiB, 0x0000000000000001
2026/09/25 04:19:10.774, 0 %, 210 MHz, 405 MHz, 2.28 W, 61, 7919 MiB, 0x0000000000000001
2026/09/25 04:19:11.777, 0 %, 210 MHz, 405 MHz, 2.26 W, 61, 7919 MiB, 0x0000000000000001
2026/09/25 04:19:12.785, 0 %, 210 MHz, 405 MHz, 2.19 W, 61, 7919 MiB, 0x0000000000000001
2026/09/25 04:19:13.789, 0 %, 210 MHz, 405 MHz, 2.20 W, 61, 7919 MiB, 0x0000000000000001
2026/09/25 04:19:14.790, 0 %, 210 MHz, 405 MHz, 2.22 W, 61, 7919 MiB, 0x0000000000000001
2026/09/25 04:19:15.794, 0 %, 210 MHz, 405 MHz, 2.26 W, 61, 7919 MiB, 0x0000000000000001
2026/09/25 04:19:16.796, 0 %, 210 MHz, 405 MHz, 2.28 W, 61, 7919 MiB, 0x0000000000000001
2026/09/25 04:19:17.797, 0 %, 210 MHz, 405 MHz, 2.24 W, 61, 7919 MiB, 0x0000000000000001
2026/09/25 04:19:18.802, 0 %, 210 MHz, 405 MHz, 2.20 W, 61, 7919 MiB, 0x0000000000000001
2026/09/25 04:19:19.817, 0 %, 210 MHz, 405 MHz, 2.19 W, 61, 7919 MiB, 0x0000000000000001
2026/09/25 04:19:20.821, 0 %, 210 MHz, 405 MHz, 2.15 W, 61, 7919 MiB, 0x0000000000000001
2026/09/25 04:19:21.822, 0 %, 210 MHz, 405 MHz, 2.13 W, 61, 7919 MiB, 0x0000000000000001
2026/09/25 04:19:22.826, 0 %, 210 MHz, 405 MHz, 2.19 W, 61, 7919 MiB, 0x0000000000000001
2026/09/25 04:19:23.827, 0 %, 210 MHz, 405 MHz, 2.20 W, 61, 7919 MiB, 0x0000000000000001
2026/09/25 04:19:24.831, 0 %, 210 MHz, 405 MHz, 2.18 W, 61, 7919 MiB, 0x0000000000000001
2026/09/25 04:19:25.837, 0 %, 210 MHz, 405 MHz, 2.20 W, 61, 7919 MiB, 0x0000000000000001
2026/09/25 04:19:26.838, 0 %, 210 MHz, 405 MHz, 2.19 W, 61, 7919 MiB, 0x0000000000000001
2026/09/25 04:19:27.839, 0 %, 210 MHz, 405 MHz, 2.19 W, 61, 7919 MiB, 0x0000000000000001
2026/09/25 04:19:28.846, 0 %, 210 MHz, 405 MHz, 2.24 W, 61, 7919 MiB, 0x0000000000000001
2026/09/25 04:19:29.860, 100 %, 315 MHz, 405 MHz, 2.64 W, 61, 7925 MiB, 0x0000000000000001
2026/09/25 04:19:30.862, 100 %, 2565 MHz, 8001 MHz, 39.78 W, 65, 7925 MiB, 0x0000000000000000
2026/09/25 04:19:31.867, 100 %, 2565 MHz, 8001 MHz, 40.98 W, 65, 7925 MiB, 0x0000000000000000
2026/09/25 04:19:32.882, 100 %, 2565 MHz, 8001 MHz, 40.15 W, 65, 7925 MiB, 0x0000000000000000
2026/09/25 04:19:33.895, 100 %, 2565 MHz, 8001 MHz, 39.90 W, 65, 7925 MiB, 0x0000000000000000
2026/09/25 04:19:34.909, 100 %, 2565 MHz, 8001 MHz, 39.66 W, 66, 7925 MiB, 0x0000000000000000
2026/09/25 04:19:35.915, 100 %, 2565 MHz, 8001 MHz, 41.92 W, 66, 7925 MiB, 0x0000000000000000
2026/09/25 04:19:36.917, 100 %, 2565 MHz, 8001 MHz, 41.81 W, 66, 7925 MiB, 0x0000000000000000
2026/09/25 04:19:37.922, 100 %, 2565 MHz, 8001 MHz, 37.40 W, 66, 7925 MiB, 0x0000000000000000
2026/09/25 04:19:38.927, 100 %, 2565 MHz, 8001 MHz, 34.02 W, 66, 7925 MiB, 0x0000000000000000
2026/09/25 04:19:39.931, 100 %, 2565 MHz, 8001 MHz, 39.38 W, 66, 7925 MiB, 0x0000000000000000
2026/09/25 04:19:40.946, 100 %, 2565 MHz, 8001 MHz, 42.35 W, 67, 7925 MiB, 0x0000000000000000
2026/09/25 04:19:41.953, 100 %, 2565 MHz, 8001 MHz, 37.55 W, 67, 7925 MiB, 0x0000000000000000
2026/09/25 04:19:42.955, 100 %, 2565 MHz, 8001 MHz, 38.28 W, 68, 7925 MiB, 0x0000000000000000
2026/09/25 04:19:43.968, 100 %, 2565 MHz, 8001 MHz, 34.90 W, 67, 7925 MiB, 0x0000000000000000
2026/09/25 04:19:44.969, 100 %, 2565 MHz, 8001 MHz, 39.16 W, 68, 7925 MiB, 0x0000000000000000
2026/09/25 04:19:45.974, 100 %, 2565 MHz, 8001 MHz, 37.02 W, 68, 7925 MiB, 0x0000000000000000
2026/09/25 04:19:46.977, 100 %, 2565 MHz, 8001 MHz, 32.82 W, 67, 7925 MiB, 0x0000000000000000
2026/09/25 04:19:47.990, 100 %, 2565 MHz, 8001 MHz, 43.22 W, 69, 7925 MiB, 0x0000000000000000
2026/09/25 04:19:48.991, 100 %, 2565 MHz, 8001 MHz, 43.89 W, 68, 7925 MiB, 0x0000000000000000
2026/09/25 04:19:49.991, 100 %, 2565 MHz, 8001 MHz, 40.11 W, 67, 7925 MiB, 0x0000000000000000
2026/09/25 04:19:51.006, 100 %, 2565 MHz, 8001 MHz, 45.02 W, 69, 7925 MiB, 0x0000000000000000
2026/09/25 04:19:52.010, 100 %, 2565 MHz, 8001 MHz, 32.59 W, 67, 7925 MiB, 0x0000000000000000
2026/09/25 04:19:53.016, 100 %, 2565 MHz, 8001 MHz, 36.80 W, 68, 7925 MiB, 0x0000000000000000
2026/09/25 04:19:54.019, 100 %, 2565 MHz, 8001 MHz, 41.87 W, 70, 7925 MiB, 0x0000000000000000
2026/09/25 04:19:55.021, 100 %, 2565 MHz, 8001 MHz, 41.86 W, 68, 7925 MiB, 0x0000000000000000
2026/09/25 04:19:56.023, 100 %, 2565 MHz, 8001 MHz, 38.94 W, 70, 7925 MiB, 0x0000000000000000
2026/09/25 04:19:57.037, 100 %, 2565 MHz, 8001 MHz, 34.62 W, 68, 7925 MiB, 0x0000000000000000
2026/09/25 04:19:58.038, 100 %, 2565 MHz, 8001 MHz, 47.41 W, 70, 7925 MiB, 0x0000000000000000
2026/09/25 04:19:59.045, 100 %, 2565 MHz, 8001 MHz, 31.01 W, 69, 7925 MiB, 0x0000000000000000
2026/09/25 04:20:00.049, 100 %, 2565 MHz, 8001 MHz, 45.34 W, 70, 7925 MiB, 0x0000000000000000
