ts_iso,gpu_dedicated_usage,gpu_shared_usage
2026-09-25T04:40:09.590156+00:00,,
2026-09-25T04:40:18.833696+00:00,,
2026-09-25T04:40:28.108958+00:00,,
2026-09-25T04:40:38.065981+00:00,,
2026-09-25T04:40:47.777972+00:00,,
2026-09-25T04:40:57.951221+00:00,,
2026-09-25T04:41:07.957240+00:00,,
2026-09-25T04:41:19.062737+00:00,,
