# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   MB/s   MB/s 
    0     12     55      -      0      0      0      0      0      0   8001   1605      0      0   3866   8163      -     38     43 
    0     97     68      -     87     35      0      0      0      0   8001   2295      0      0   3866   8163      -     22     70 
    0     77     64      -     68     76      0      0      0      0   8001   2565      0      0   3866   8163      -      0      0 
    0     47     61      -     17     18      0      0      0      0   8001   2565      0      0   4826   8163      -      2     35 
    0     40     59      -     24     26      0      0      0      0   8001   1980      0      0   5210   8163      -      6      3 
    0     22     57      -     19     18      0      0      0      0   8001   1590      0      0   5594   8163      -      1      0 
    0     19     58      -     21     18      0      0      0      0   8001   1275      0      0   5978   8163      -      6     34 
    0     19     57      -     45     45      0      0      0      0   6001   1065      0      0   6242   8163      -    381     55 
    0     14     57      -     26     24      0      0      0      0   6001    945      0      0   6242   8163      -    681     93 
    0     13     58      -     31     27      0      0      0      0   6001    810      0      0   6242   8163      -    828     92 
    0     12     58      -     21     15      0      0      0      0   6001    675      0      0   6242   8163      -    681     74 
    0     15     57      -     28     24      0      0      0      0   6001    810      0      0   6242   8163      -   1243     92 
    0     12     58      -     53     14      0      0      0      0   7001   1605      0      0   6242   8163      -    683     50 
    0     20     58      -     27      8      0      0      0      0   8001   1605      0      0   6242   8163      -    638      3 
    0     16     57      -      0      0      0      0      0      0   8001   1140      0      0   6242   8163      -      6      0 
    0     22     59      -     38     12      0      0      0      0   8001   1725      0      0   6242   8163      -   1105     94 
    0     34     67      -     42     18      0      0      0      0   8001   2310      0      0   6242   8163      -    790     81 
    0     46     62      -     34     14      0      0      0      0   8001   2445      0      0   6242   8163      -    585     52 
    0     39     59      -      4      2      0      0      0      0   8001   1770      0      0   6242   8163      -      5     37 
    0     18     58      -     38     36      0      0      0      0   8001   1305      0      0   6626   8163      -     21     73 
    0     19     58      -     23     23      0      0      0      0   6001   1035      0      0   6946   8163      -      4     41 
    0     19     59      -     72     72      0      0      0      0   8001   1215      0      0   7266   8163      -      0      5 
    0     19     58      -     42     41      0      0      0      0   8001   1215      0      0   7478   8163      -     12     37 
    0     22     58      -     38     36      0      0      0      0   8001   1215      0      0   7474   8163      -      2     70 
    0     14     58      -      1      2      0      0      0      0   6001    990      0      0   7494   8163      -    105      3 
    0     14     58      -      0      0      0      0      0      0   6001    765      0      0   7500   8163      -      0      0 
    0     14     58      -      0      0      0      0      0      0   6001    855      0      0   7500   8163      -     13      0 
    0      7     59      -      0      0      0      0      0      0   6001    735      0      0   7500   8163      -      0      1 
    0      8     58      -      0      0      0      0      0      0   6001    420      0      0   7500   8163      -      6      8 
    0     18     59      -      0      0      0      0      0      0   8001   1845      0      0   7500   8163      -      6      7 
    0     26     59      -      0      0      0      0      0      0   8001   1845      0      0   7500   8163      -      0      5 
    0     13     59      -     11      3      0      0      0      0   8001   1170      0      0   7500   8163      -    469      0 
    0     16     59      -     44     11      0      0      0      0   8001   1230      0      0   7500   8163      -     14      3 
    0     23     59      -      3      1      0      0      0      0   8001   1650      0      0   7500   8163      -      0      4 
    0     24     59      -     33      8      0      0      0      0   8001   1500      0      0   7500   8163      -      0      0 
    0     21     59      -     65     16      0      0      0      0   8001   1290      0      0   7500   8163      -      0     76 
    0     20     60      -     30     11      0      0      0      0   8001   1635      0      0   7500   8163      -      4      6 
    0     13     59      -     24     24      0      0      0      0   6001    975      0      0   7500   8163      -      9     68 
    0     14     58      -     26     24      0      0      0      0   6001    810      0      0   7500   8163      -      5     37 
    0     13     59      -      0      0      0      0      0      0   6001    810      0      0   7500   8163      -      5     34 
    0     10     58      -      9      6      0      0      0      0   6001    510      0      0   7500   8163      -      7      2 
    0     11     58      -      0      0      0      0      0      0   6001    360      0      0   7500   8163      -      0      2 
    0     11     58      -      0      0      0      0      0      0   6001    390      0      0   7500   8163      -      3      0 
    0     11     58      -     20      8      0      0      0      0   6001    390      0      0   7500   8163      -      0      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   MB/s   MB/s 
    0     10     58      -     37     11      0      0      0      0   6001    225      0      0   7500   8163      -      0      0 
    0     11     59      -     29     16      0      0      0      0   6001    405      0      0   7500   8163      -      0      0 
    0     12     58      -     44     24      0      0      0      0   6001    405      0      0   7500   8163      -      3     35 
    0      7     58      -     45     15      0      0      0      0   6001    240      0      0   7500   8163      -      3      1 
    0     12     58      -      0      0      0      0      0      0   6001    240      0      0   7500   8163      -      0      1 
    0     10     58      -      2      1      0      0      0      0   6001    225      0      0   7500   8163      -      7      3 
    0     12     58      -     44     24      0      0      0      0   6001    405      0      0   7500   8163      -      2     36 
    0     12     58      -     45     24      0      0      0      0   6001    405      0      0   7500   8163      -      7     35 
    0     12     58      -     37     22      0      0      0      0   6001    450      0      0   7500   8163      -     23     38 
    0     12     58      -     47     24      0      0      0      0   6001    375      0      0   7500   8163      -      1      2 
    0     12     58      -      0      0      0      0      0      0   6001    375      0      0   7500   8163      -      0      0 
    0     12     58      -     39     14      0      0      0      0   6001    255      0      0   7500   8163      -      5      0 
    0     13     58      -     50     24      0      0      0      0   6001    360      0      0   7500   8163      -      0      1 
